CRASH_CARRIER_ID	CRASH_ID	CARRIER_SOURCE_CODE	CRASH_CARRIER_NAME	CRASH_CARRIER_STREET	CRASH_CARRIER_CITY	CRASH_CARRIER_CITY_CODE	CRASH_CARRIER_STATE	CRASH_CARRIER_ZIP_CODE	CRASH_COLONIA	PREFIX	DOCKET_NUMBER	CRASH_CARRIER_INTERSTATE	NO_ID_FLAG	STATE_NUMBER	STATE_ISSUING_NUMBER
3744815	3744818		SCHUSTER CO	2605 LINCOLN AVE SW	LE MARS		IA	51031			140125	Y	0	0048319	TX
3744816	3744819		UNKNOWN (USE ONLY FOR ACCIDENTS)	UNKNOWN	UNKNOWN		UK	00000				X	0	9999999	TX
3744817	3744820		UNKNOWN (USE ONLY FOR ACCIDENTS)	UNKNOWN	UNKNOWN		UK	00000				X	0	9999999	TX
3744818	3744821		RAUL ORTIZ	18003 WILD WILLOW LN	KATY		TX	77449				N	0	0866273	TX
3744819	3744822		BASIC ENERGY SERVICES LP	801 CHERRY STREET  SUITE 2100	FORT WORTH		TX	76102			344830	Y	0	0082547	TX
3744820	3744823		WTX RAPID TRANSPORT LLC	317 FOSTER AVE	ODESSA		TX	79763-4623			136251	Y	0	0916272	TX
3744821	3744824		BIG WHEEL TOWING INC	37453 29TH ST E	PALMDALE		CA	93550-6424				N	0	527589	CA
3744822	3744825		UNION PACIFIC RAILROAD COMPANY	1400 DOUGLAS ST STOP 1020	OMAHA		NE	68179-1020				Y	0		
3744823	3744826		SALT LAKE TRANSPORTATION AND LOGISTICS INC	5745 W 300 S	SALT LAKE CITY		UT	84104			954083	Y	0	487992	CA
3744824	3744827		CAPITAL EXPRESS LINES INC	1925 ENTERPRISE BLVD	WEST SACRAMENTO		CA	95691			404574	Y	0		
3744825	3744828		MARIA E TELLEZ	2840 MCCOMBS DRIVE	MERCED		CA	95340			19862	Y	0		
3744826	3744829		SAFIULLA KHAN	8533 MCGRAY WAY	ELK GROVE		CA	95624			33420	Y	0		
3744827	3744830		WALTER PIANO TRANSPORT INC	2135 INDUSTRIAL PARKWAY	ELKHART		IN	46516			223057	Y	0		
3744828	3744831		PRESERVER TRANS LLC	2340 PENNINGTON RD	LIVE OAK		CA	95953			16354	Y	0	503860	CA
3744829	3744832		SWIFT TRANSPORTATION CO OF ARIZONA LLC	2200 S 75TH AVE	PHOENIX		AZ	85043			136818	Y	0	407641	CA
3744830	3744833		JOHN W TOUCHATT	2005 DORSET LANE	MODESTO		CA	95355				N	0	20270	CA
3744831	3744834		TOYOTA MOTOR SALES USA INC	6565 HEADQUARTERS DRIVE E34A	PLANO		TX	75024				Y	0	50117	CA
3744832	3744835		ROBINSON TRANSPORTATION INC	5117 VECCHIO	SALIDA		CA	95368				N	0	415780	CA
3744836	3744839		STEVEN S JAN	100 27TH AVE #312	SAN MATEO		CA	94403				N	0	153104	CA
3744839	3744842		JOHANSEN FREIGHT INTERNATIONAL	2027 WILLIAMS STREET	SAN LEANDRO		CA	94577			171145	Y	0		
3744840	3744843		J AND K TRUCKING INC	200 RAILROAD AVE APT 202	DANVILLE		CA	94526			308454	Y	0	329878	CA
3744841	3744844		SAI FIRE SUPPLY	2851 ALVARADO ST	SAN LEANDRO		CA	94577				N	0	454193	CA
3744842	3744845		WASTE MANAGMENT OF ALAMEDA COUNTY INC	172 98TH AVENUE	OAKLAND		CA	94603				N	0	607	CA
3744843	3744846		DIVINE ENTERPRISES	3555 CINCINNATI AVE	ROCKLIN		CA	95765			461462	Y	0		
3744844	3744847		RECOLOGY SAN FRANCISCO	501 TUNNEL AVE	SAN FRANCISCO		CA	94134				Y	0	46826	CA
3744845	3744848		MASHBURN TRANSPORTATION SERVICES INC	22140 ROSEDALE HIGHWAY	BAKERSFIELD		CA	93314			343395	Y	0		
3744846	3744849		APATIGA TRANSPORT INC	6807 LONGVIEW DR	BAKERSFIELD		CA	93312-6744				Y	0		
3744847	3744850		K S INDUSTRIES LP	6205 DISTRICT BLVD	BAKERSFIELD		CA	93313				Y	0	245544	CA
3744848	3744851		GOLD STAR CATTLE COMPANY LLC	5978 AVE 184	TULARE		CA	93274				N	0	412001	CA
3744849	3744852		RAJINDER SINGH	16671 UPPER PASTURE CT	LATHROP		CA	95330			641426	Y	0		
3744850	3744853		LENGNER AND SONS PRODUCE EXPRESS	2565 BUNA ST BLDG 90	OAKLAND		CA	94607			156852	Y	0		
3744851	3744854		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				X	0		
3744852	3744855		OLDENKAMP TRUCKING INC	11314 WIBLE RD	BAKERSFIELD		CA	93313				N	0	299891	CA
3744853	3744856		A & P TRUCKING FREIGHT SYSTEMS INC	13655 LIVE OAK LANE	IRWINDALE		CA	91706			613214	Y	0	315656	CA
3744854	3744857		M & J VAZQUEZ TRUCKING INC	632 E MILL ST	SANTA MARIA		CA	93454				N	0	298722	CA
3744855	3744858		A R K TRUCKING LLC	40341 REVERE AVE	HEMET		CA	92544			991782	Y	0	493798	CA
3744856	3744859		LAKE SHOW EXPRESS INC	4804 LAUREL CANYON BLVD #1075	VALLEY VILLAGE		CA	91607			39545	Y	0		
3744860	3744863		VALUEPLUS TRANSPORTATION INC	1611 SOUTH ANDERSON AVE	COMPTON		CA	90220			881998	N	0	463637	CA
3744861	3744864		J B HUNT TRANSPORT INC	615 J B HUNT CORPORATE DRIVE	LOWELL		AR	72745			135797	Y	0	8719	CA
3744865	3744868		LEONEL GARCIA MATA	11013 BORDEN AVE	PACOIMA		CA	91331				X	0		
3744866	3744869		JAVIER LIRA GARCIA	1073 LAFAYETTE AVE	LINDSAY		CA	93247				N	0	298248	CA
3744867	3744870		FEDEX GROUND PACKAGE SYSTEM INC	1000 FEDEX DRIVE	CORAOPOLIS		PA	15108			13835	Y	0		
3744868	3744871		REATA CATTLE FEEDERS LLC	417 E SUN DUSK LANE	WASHINGTON		UT	84780				Y	0		
3744869	3744872		IV PETROLEUM TRANSPORTS INC	803 E US HIGHWAY 78	BRAWLEY		CA	92227			689284	Y	0		
3744870	3744873		FEDEX GROUND PACKAGE SYSTEM INC	1000 FEDEX DRIVE	CORAOPOLIS		PA	15108			13835	Y	0	43661	CA
3744876	3744879		SOUTH STAR LOGISTICS INC	9668 MILLIKEN AVE SUITE 104-339	RANCHO CUCAMONGA		CA	91730			723893	Y	0	403729	CA
3744877	3744880		ALL TRANSPORTATION INC	7488 SHORELINE DR SUITEB1	STOCKTON		CA	95219			813105	Y	0	473314	CA
3744879	3744882		LUCKY GROWERS & WHOLESALE INC	530 QUARRY RD	SAN MARCOS		CA	92069				N	0	368494	CA
3744881	3744884		ROBERT J FRANK CONSTRUCTION INC	2806 TARMAC RD	REDDING		CA	96003-7320				N	0	60856	CA
3744884	3744887		MALIN LOGISTICS INC	1799 MEADOWS AVE	PITTSBURG		CA	94565			88729	Y	0	539499	CA
3731952	3731955		LEE ATKINS CONSTRUCTION INC	8940 COUNTY RD 404	HANNIBAL		MO	63401				Y	0		
3731953	3731956		J C T 55 TOWING	4515 MARLBORO CT	ST LOUIS		MO	63121				N	0		
3731954	3731957		BOBBY DAVID LOWREY FARMS	4035 COUNTY ROAD 779	PARMA		MO	63870				Y	0		
3731955	3731958		DYNAMIC TRANSIT CO	2530 ROCK ROAD	GRANITE CITY		IL	62040			236575	Y	0		
3731956	3731959		SW MO SKIDLOADER SERVICE INC	20222 IBEX RD	NEOSHO		MO	64850				N	0		
3731957	3731960		SPEEDY WHEELS TRANSPORT LLC	10150 KENTUCKY AVE	MARSHALL		MO	65340			448058	Y	0		
3731958	3731961		BOCO TRANSPORT LLC	1626 FARM RD 1100	MONETT		MO	65708			733611	Y	0		
3731959	3731962		M&K TRANSPORT AND CONTRACTING INC	203 MAGNOLIA STREET	NORTHERN CAMBRIA		PA	15714			116847	Y	0		
3731960	3731963		CALLAWAY COUNTY ROAD DEPARTMENT	10 E 5TH STREET	FULTON		MO	65251				X	0		
3731962	3731965		G & P TRUCK LINE INC	2520 W COLLEGE STREET	SPRINGFIELD		MO	65802			608037	Y	0		
3731963	3731966		JEFFERSON HAULING & DISTRIBUTING COMPANY	1020 CEDAR CITY DR	JEFFERSON CITY		MO	65101			182407	Y	0		
3731964	3731967		KCI KC INTERMODAL LLC	2400 ALLEN TERRACE	KANSAS CITY		MO	64108			820295	Y	0		
3731965	3731968		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				N	0		
3731966	3731969		DUGGER TRASH SERVICE LLC	107 WEST 11 TH STREET	MOUNTAIN GROVE		MO	65711				N	0		
3731969	3731972		CONSUMERS SUPPLY DISTRIBUTING LLC	2901 MURPHY DRIVE	SIOUX CITY		IA	51111			397490	Y	0		
3731970	3731973		C R ENGLAND	361 W US HWY 6	VALPARAISO		IN	46385				Y	0		
3731973	3731976		DRAYNOW TRANSPORT LLC	1100 E HECTOR STREET	CONSHOHOCKEN		PA	19428			971590	Y	0		
3731974	3731977		D D SCHULTZ TRUCKING LLC	W11227 BETHEL ROAD	COLUMBUS		WI	53925			701884	N	0		
3731975	3731978		MILWAUKEE COUNTY TRANSIT SYSTEM	1942 N 17TH ST	MILWAUKEE		WI	53205				X	0		
3731976	3731979		JOHN W DITTMAN TRUCKING LLC	169 100TH STREET	DEER PARK		WI	54007			671530	Y	0		
3731977	3731980		ALA AAMIN TRUCKING LLC	1019 41ST ST NW APT 214	ROCHESTER		MN	55903-4232			953186	Y	0		
3731978	3731981		MENOMONIE TRANSPORTATION INC	1016 19TH AVENUE EAST	MENOMONIE		WI	54751-3525			177356	Y	0		
3731979	3731982		TAK TRUCKING INC	2510 DEVON AVE	ELK GROVE VILLAGE		IL	60007			307402	Y	0		
3731980	3731983		HOT FLAME GAS INC	136 US 41 N	CARNEY		MI	49812-0008				Y	0		
3731981	3731984		TAT TRANSPORT LLC	16760 ASHLEY BLVD UNIT L	WESTFIELD		IN	46074			889458	Y	0		
3731982	3731985		CHS INC	5500 CENEX DRIVE  MS 305	INVER GROVE HEIGHTS		MN	55077			169344	Y	0		
3731983	3731986		EXPEDITED FREIGHT SYSTEMS LLC	4801 68TH AVENUE	KENOSHA		WI	53144			163474	Y	0		
3731984	3731987		TRANSCO INC	P O BOX 6115	TEMPLE		TX	76503-6115			441241	Y	0		
3731985	3731988		CMN INC	3435 WASHINGTON DR STE 201	EAGAN		MN	55122			984322	Y	0		
3731986	3731989		HOMAN TRUCKING LLC	N4632 N BROADWAY RD	BONDUEL		WI	54107				N	0		
3731987	3731990		RJ GELDERNICK INC	W344 TREE ROAD	CHILI		WI	54420				N	0		
3731988	3731991		DURHAM SCHOOL SERVICES LP	2601 NAVISTAR DRIVE	LISLE		IL	60532			163066	Y	0		
3731989	3731992		VALLEY EXPRESS LLC	P O BOX 472	NEENAH		WI	54957-0472			325475	Y	0		
3731990	3731993		MIKES LINES INC	2420 STEWART ROAD SUITE 109	MUSCATINE		IA	52761			159893	Y	0		
3731991	3731994		KOPPLIN & KINAS CO INC	W1266 N LAWSON DR	GREEN LAKE		WI	54941				N	0		
3731992	3731995		VILLAGE OF SUSSEX	N64W23760 MAIN ST	SUSSEX		WI	53089				X	0		
3731993	3731996		WESTERN EXPRESS INC	7135 CENTENNIAL PLACE	NASHVILLE		TN	37209			260323	Y	0		
3731994	3731997		MARK-IT EXPRESS LLC	7401 S 78TH AVE	BRIDGEVIEW		IL	60455			663916	Y	0		
3731995	3731998		ROHLFS TRANSPORT LLC	W2102 CEDAR ROAD	EDEN		WI	53019			701984	Y	0		
3731996	3731999		WAUKESHA CITY TRANSIT COMMISSION	2311 BADGER DRIVE	WAUKESHA		WI	53188				X	0		
3731997	3732000		DIESEL EXPEDITE INC	7307 OAK GROVE	JUSTICE		IL	60458			460639	Y	0		
3731998	3732001		LOGISTIC SOLUTIONS LLC	6764 N 76TH ST	MILWAUKEE		WI	53223-5612				N	0		
3732000	3732003		TOWN OF ELLSWORTH	W6058 490TH AVE	ELLSWORTH		WI	54011				X	0		
3732001	3732004		KF TRANSPORT LLC	1375 GRUBER RD	GREEN BAY		WI	54313			433500	Y	0		
3732002	3732005		DELUCA AND HARTMAN CONSTRUCTION	W234 S6650 BIG BEND DRIVE	WAUKESHA		WI	53189				N	0		
3732003	3732006		JESUS ADAME	245 W. BOLIVAR AVE	MILWAUKEE		WI	53207				N	0		
3732004	3732007		CITY OF RACINE	841 S MARQUETTE	RACINE		WI	53403				X	0		
3732005	3732008		MILWAUKEE COUNTY TRANSIT	1942 N 17TH ST	MILWAUKEE		WI	53205				X	0		
3732006	3732009		MOO JUICE EXPRESS INC	4310 S US HWY 27	BERNE		IN	46711			837691	Y	0		
3732007	3732010		NEW WAVE LLC	102 CHURCH STREET	KNAPP		WI	54749			736710	Y	0		
3732008	3732011		BLACK HORSE CARRIERS INC	455 KEHOE	CAROL STREAM		IL	60188-1860			359207	Y	0		
3732009	3732012		RVK EXPRESS INC	2112 HORNCASTLE LN	NAPERVILLE		IL	60564			891639	Y	0		
3732010	3732013		BROWN-WILBERT INC	2280 HAMLINE AVE N	SAINT PAUL		MN	55113-4241				Y	0		
3732011	3732014		RYDER TRUCK RENTAL CO.	3100 INDUSTRIAL PARKWAY	JEFFERSONVILLE		IN	47130				N	0		
3732012	3732015		STAN KOCH & SONS TRUCKING INC	4200 DAHLBERG DRIVE	GOLDEN VALLEY		MN	55422			146969	Y	0		
3732013	3732016		VL TRUCKING INC	200 HOWARD AVE UNIT 250	DES PLAINES		IL	60018			776884	Y	0		
3732014	3732017		BLACK HORSE CARRIERS INC	455 KEHOE	CAROL STREAM		IL	60188-1860			359207	Y	0		
3732015	3732018		A&A FREIGHT LLC	5000 WYOMING   SUITE 102	DEARBORN		MI	48126			910004	Y	0		
3732016	3732019		CHEMTRADE HOLDCO US INC	90 EAST HALSEY ROAD	PARSIPPANY		NJ	07054				Y	0		
3732017	3732020		AMERICAN EXPRESS TRANSPORTATION LLC	W3450 ST RD 37	EAU CLAIRE		WI	54701			401297	Y	0		
3732018	3732021		MIDWEST CARGO SYSTEMS INC	9750 WEST 75TH STREET	HODGKINS		IL	60525			146123	Y	0		
3732019	3732022		BADGER BUS LINES INC	5501 FEMRITE DR	MADISON		WI	53718				N	0		
3732020	3732023		SWIFT TRANSPORTATION CO OF ARIZONA LLC	2200 S 75TH AVE	PHOENIX		AZ	85043			136818	Y	0		
3732021	3732024		DONALD L FRYE	26658 LOCUST AVENUE	WILTON		WI	54670-8737				N	0		
3732022	3732025		PEHLER & SONS INC	1740 E BLASCHKO AVE	ARCADIA		WI	54612			5709	Y	0		
3732023	3732026		BRENNTAG GREAT LAKES LLC	14765 WEST BOBOLINK AVE	MENOMONEE FALLS		WI	53051			204912	Y	0		
3732024	3732027		MJM FREIGHT SYSTEM INC	9545 S 20TH ST UNIT 1	OAK CREEK		WI	53154			918434	Y	0		
3732025	3732028		KOBUSSEN TRAILWAYS	W914 COUNTY RD CE	KAUKAUNA		WI	54130-3712			167000	Y	0		
3732026	3732029		LANSER GARAGE & TOWING INC	817 MAIN ST	BELGIUM		WI	53004-9514			142194	Y	0		
3732027	3732030		EMILS PIZZA INCORPORATED	1020 SOUTH 12TH STREET	WATERTOWN		WI	53094				N	0		
3732028	3732031		KRUCZEK CONSTRUCTION INC	3636 KEWAUNEE ROAD	GREEN BAY		WI	54311				Y	0		
3734189	3734192		SERENA MOZINGO	3386 N CO RD 950 W	HOLTON		IN	47023				Y	0		
3734190	3734193		E & E TRUCKING LLC	14610  WOODSTOCK BLVD	WAVERLY		NE	68462				Y	0		
3734191	3734194		GAZIC TRUCKING INC	3852 BUCHANAN AVE SW	WYOMING		MI	49548				Y	0		
3734192	3734195		GAZIC TRUCKING INC	3852 BUCHANAN AVE SW	WYOMING		MI	49548				Y	0		
3734193	3734196		LORD LOG1STICS LLC	1460 2ND ST	PEN ARGYL		PA	18072-1306				Y	0		
3734196	3734199		BLUELINES EXPRESS INC	1311 BOBWHITE CT	GREENWOOD		IN	46143			124009	Y	0		
3734197	3734200		STATE OF NEBRASKA	1445 K ST	LINCOLN		NE	68508				X	0		
3734198	3734201		HAUL FOR HIRE	4630 N MONTICELLO AVE #3E	CHICAGO		IL	60605				N	0	S00000024068	NE
3734205	3734208		TRACK UTILITIES LLC	441 W CORPORATE DR	MERIDIAN		ID	83642				Y	0		
3734206	3734209		DOUG ANDRUS DISTRIBUTING LLC	6300 S 45TH WEST	IDAHO FALLS		ID	83402			123310	Y	0		
3734207	3734210		YOUNT ENTERPRISES INC	PO BOX 3177	IDAHO FALLS		ID	83403			769701	Y	0		
3734209	3734212		IDAHO TRANSPORTATION DEPT	216 S DATE ST.	SHOSHONE		ID	83352				X	0	S00000000010	ID
3734210	3734213		MUZA-PRO LLC	461 W CHRISFIELD DR	MERIDIAN		ID	83646			81853	N	0		
3734211	3734214		KNIFE RIVER CORPORATION - MOUNTAIN WEST	5450 W GOWEN RD	BOISE		ID	83709			83161	Y	0		
3734212	3734215		TRANSYSTEMS LLC	1901 BENEFIS COURT	GREAT FALLS		MT	59405-4373			113271	Y	0		
3734213	3734216		COWBOYS TRUCKING	11004 E WOODDUCK LN	ST MARIES		ID	83861				Y	0		
3734214	3734217		ASSOCIATED FOOD STORES INC	1850 WEST 2100 SOUTH	SALT LAKE CITY		UT	84119			165241	Y	0		
3734215	3734218		HENDERSON HEAVY HAUL TRUCKING INC	2034 HWY 6 & 50	FRUITA		CO	81521			237122	Y	0		
3734216	3734219		IDAHO TRANSPORTATION DEPARTMENT	PO BOX 97	RIGBY		ID	83442				X	0	S00000000010	ID
3734217	3734220		TILDEN TRANSPORT LLC	1117  W 475 S	PINGREE		ID	83262			616111	Y	0		
3734218	3734221		EMERY CREEK FARMS INC	247 WEST 300 SOUTH	RUPERT		ID	83350				N	0		
3734219	3734222		UNITED GROUP LOGISTICS INC	800 W 5TH AVE STE 100E	NAPERVILLE		IL	60563-3522				Y	0		
3734220	3734223		MAGIC TRUCKING LLC	4663 S ENTERPRISE ST	BOISE		ID	83705			941410	Y	0		
3734221	3734224		SO-IDA CARRIERS	PO BOX 824	JEROME		ID	83338			986099	Y	0		
3734222	3734225		JON VINCENT MARRO	2447 HAFEN LN	SANTA CLARA		UT	84765				Y	0		
3734223	3734226		DIESEL AUTO EXPRESS LLC	12711 NE 95TH ST SUITE B	VANCOUVER		WA	98682			679452	Y	0		
3734224	3734227		BOISE STATE UNIVERSITY	1910 W UNIVERSITY DR	BOISE		ID	83725				X	0		
3734225	3734228		FEDEX FREIGHT	2200 FORWARD DRIVE	HARRISON		AR	72601			121805	Y	0		
3734226	3734229		KAUER CONTRUCTION	519 NORTH 4000 EAST	RIGBY		ID	83442				N	0	S00000006192	ID
3734227	3734230		NORTH IDAHO DISTRIBUTING INC	651 WEST DALTON AVE	COEUR D'ALENE		ID	83814				Y	0		
3734229	3734232		ROWBERRY TRUCKING LLC	11916 N 55 E	IDAHO FALLS		ID	83401			782301	Y	0		
3734230	3734233		WATKINS SHEPARD	PO BOX 2545	GREEN BAY		WI	54306-2545			176957	Y	0		
3734231	3734234		WALTERS TRUCKING INC	205 S MINIER AVENUE	MINIER		IL	61759			216635	Y	0		
3734232	3734235		HOPE TRANSPORT LTD	14862 71 AVENUE	SURREY		BC	V3S 0X3			919135	Y	0		
3734233	3734236		SNAKE RIVER DISPOSE ALL INC	518 W HWY 39	BLACKFOOT		ID	83221				N	0		
3734234	3734237		JEFFREY EDDINGTON	578 N 400 W	BLACKFOOT		ID	83221				N	0	S00000006193	ID
3734235	3734238		KOOTENAI COUNTY EMS	4381 W SELTICE WAY	COEUR D'ALENE		ID	83814				X	0	S0000003470	ID
3734236	3734239		BANNOCK COUNTY ROAD AND BRIDGE	5500 S 5TH AVE	POCATELLO		ID	83201				X	0	S00000001105	ID
3734237	3734240		COVENANT TRANSPORT INC	400 BIRMINGHAM HIGHWAY	CHATTANOOGA		TN	37422			188102	Y	0		
3734238	3734241		KH TRUCKING	7530 SOUTH 480 WEST	WILLARD		UT	84340			450540	Y	0		
3734239	3734242		D & J LIVESTOCK TRUCKING INC	729 VAUGHN FRONTAGE RD	GREAT FALLS		MT	59404			327086	Y	0		
3734240	3734243		RYAN HINTON INC	P O BOX 5985	TWIN FALLS		ID	83301			17943	Y	0		
3734241	3734244		FR LLC	942 N POINSETTIA DRIVE	SALT LAKE CITY		UT	84116			868955	Y	0		
3734242	3734245		MARTEN TRANSPORT LTD	129 MARTEN STREET	MONDOVI		WI	54755			103798	Y	0		
3734243	3734246		LTI INC	PO BOX 433	LYNDEN		WA	98264			170078	Y	0		
3734244	3734247		MCNABB TRUCKING INC	1979 BEECHCRAFT RD	POCATELLO		ID	83204			204667	Y	0		
3734245	3734248		WESTERN RECORDS DESTRUCTION INC	1990 S COLE RD SUITE B	BOISE		ID	83709				Y	0		
3734246	3734249		INDIVIDUAL	UNK	UNK		UK	00000				X	0		
3734247	3734250		PRIZM CARRIER INC	5628 19 AVE SW	EDMONTON		AB	T6X 1T6			31304	Y	0		
3734248	3734251		HUNT TRANSPORTATION INC	10770 I STREET	OMAHA		NE	68127-9993			82841	Y	0		
3734249	3734252		WESTERN TRAILER MFG CO	251 GOWEN RD	BOISE		ID	83716			785616	Y	0		
3734250	3734253		CAROLINA LOGISTIC INC	2348 SMOKEY PARK HWY STE 204	CANDLER		NC	28715			724258	Y	0		
3734253	3734256		LEHRKINDS INC	1715 N ROUSE AVE	BOZEMAN		MT	59715-2426			433354	Y	0		
3734254	3734257		OLD DOMINION FREIGHT LINE INC	500 OLD DOMINION WAY	THOMASVILLE		NC	27360			107478	Y	0		
3734255	3734258		GREAT FALLS TRANSIT	3905 NORTH STAR BLVD.	GREAT FALLS		MT	59403				N	0	M00000000484	MT
3734256	3734259		NAVAJO EXPRESS INC	1400 WEST 64TH AVENUE	DENVER		CO	80221			157626	Y	0		
3734258	3734261		THE WAGGONERS TRUCKING	5220 MIDLAND ROAD	BILLINGS		MT	59101			26396	Y	0		
3734259	3734262		SWIFT TRANSPORTATION CO OF ARIZONA LLC	2200 S 75TH AVE	PHOENIX		AZ	85043			136818	Y	0		
3734260	3734263		CGL TRANSPORT LLC	6139 EDITH BLVD NE	ALBUQUERQUE		NM	87107			720707	Y	0		
3734261	3734264		SIFU FREIGHT LLC	6 SCENIC RIDGE CT	COVENTRY		RI	02816-4721			53330	Y	0		
3734262	3734265		VANDENBERG HAY FARMS LTD	BOX 336	NOBLEFORD		AB	T0L 1S0			643201	Y	0		
3734263	3734266		HOWES INC	PO BOX 2282	BLACKFALDS		AB	T0M 0J0			16759	Y	0		
3734264	3734267		VANDENBERG HAY FARMS LTD	BOX 336	NOBLEFORD		AB	T0L 1S0			643201	Y	0		
3734265	3734268		KENNY NELSON LLC	2080 PRAIRIE RD	EUGENE		OR	97402				Y	0	241921	OR
3734266	3734269		VIESKO QUALITY CONCRETE	741 MATHENY RD NE	GERVAIS		OR	97026				Y	0	121546	OR
3736200	3736203		S R P TRANSPRO	2416 DELFINA CT	DELANO		CA	93215			34430	Y	0		
3736201	3736204		PINEAPPLE TRUCKING LLC	12652 NW 6TH CT	CORAL SPRINGS		FL	33071				N	0		
3736202	3736205		OLD DOMINION FREIGHT LINE INC	500 OLD DOMINION WAY	THOMASVILLE		NC	27360			107478	Y	0		
3736203	3736206		R & S SUPPLY	5858 WESTSIDE ROAD	REDDING		CA	96001			850912	Y	0		
3736204	3736207		GONE GREEN RECYCLING LLC	1440 INDUSTRIAL WAY	SPARKS		NV	89431			872639	Y	0		
3736205	3736208		MILLS FARM & INDUSTRIAL	4545 SHECKLER ROAD	FALLON		NV	89406			613230	Y	0		
3736206	3736209		GRANITE	585 W BEACH ST	WATSONVILLE		CA	95076-5125			963512	Y	0		
3736207	3736210		BLACK GOLD INDUSTRIES INC	527 N RICE AVE	OXNARD		CA	93030			793647	Y	0		
3736208	3736211		K & M TRANSPORT LLC	610 SORENSEN AVENUE	MENDOTA		CA	93640			786817	Y	0		
3736209	3736212		BRUCE MACKAY PUMP & WELL SERVICE INC	1600 MT ROSE HIGHWAY	RENO		NV	89511				Y	0		
3736210	3736213		GOTHARD FARMS LLC	1068 APPLEGATE PLACE	HARRISBURG		OR	97446-8703			813381	Y	0		
3736211	3736214		CAPITAL EXPRESS LINES INC	1925 ENTERPRISE BLVD	WEST SACRAMENTO		CA	95691			404574	Y	0		
3736212	3736215		J E OWEN TRUCKING	1091 BLACKWATER ROAD	FOREST		VA	24551			209217	Y	0		
3736213	3736216		WEST COAST LOGISTICS LLC	33415 SE BROOKS ROAD	BORING		OR	97009			777865	Y	0		
3736214	3736217		E & H TRANSPORT NETWORK INC	2334 ERNEST KRUGER CIRCLE	WAUKEGAN		IL	60087			271395	Y	0		
3736215	3736218		RIG LOGISTICS INC	4 10 WRANGLER PLACE SE	ROCKY VIEW		AB	T1X 0L7			625538	Y	0		
3736216	3736219		CLASSIC TRUCK LINES	703 VASCONCELLOS AVE	MANTECA		CA	95336-8547			420589	Y	0		
3736217	3736220		ESTES WEST	14727 ALONDRA BLVD	LA MIRADA		CA	90638-5617			99685	Y	0		
3736220	3736223		TOMBSTONE TRUCKING LLC	12478 WEST CASCADE MOUNTAIN ROAD	HOT SPRINGS		SD	57747				Y	0		
3736221	3736224		SYSCO LINCOLN TRANSPORTATION COMPANY INC	1100 KINGBIRD ROAD	LINCOLN		NE	68521			205330	Y	0		
3736222	3736225		SASKATOON HOTSHOT TRANSPORTER SERVICES 1995 LTD	2342-B HANSELMAN AVENUE	SASKATOON		SK	S7L 5Z3			297079	Y	0		
3736223	3736226		TY BOYER	1270 SAINT HILAIRE RD	YAKIMA		WA	98901			904133	Y	0		
3736224	3736227		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				X	0		
3736225	3736228		OLD DOMINION FREIGHT LINE INC	500 OLD DOMINION WAY	THOMASVILLE		NC	27360			107478	Y	0		
3736226	3736229		KING COUNTY DOT TRANSIT	500 4TH AVE RM653	SEATTLE		WA	98104				X	0	S00000050037	WA
3736227	3736230		BRAVO	2108 S 90TH ST #Q377	TACOMA		WA	98444-1804			45749	Y	0		
3736228	3736231		NACHHATAR SINGH SAHOTA	20022 102ND PLACE SE	KENT		WA	98031			285820	Y	0		
3736229	3736232		WIDO TRUCKING LLC	561 STRANDER BLVD	TUKWILA		WA	98188			889681	Y	0		
3736230	3736233		NEW BERN TRANSPORT CORPORATION	1111 WESTCHESTER AVENUE	WHITE PLAINS		NY	10604			321263	Y	0		
3736231	3736234		HORMANN NORTHWEST DOOR LLC	19000 CANYON ROAD EAST	PUYALLUP		WA	98375				Y	0		
3736232	3736235		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				X	0		
3736233	3736236		FERRELLGAS L P	ONE LIBERTY PLAZA	LIBERTY		MO	64068			145095	Y	0		
3736234	3736237		VALLEY QUALITY HOMES	1830 SO 1ST ST	YAKIMA		WA	98903				Y	0		
3736235	3736238		NORTHSHORE SCHOOL DISTRICT #417	3330 MONTE VILLA PARKWAY	BOTHELL		WA	98021				X	0	S00000016634	WA
3736236	3736239		BERT MATTER INC	102 E MADISON ST	NOOKSACK		WA	98276			161554	Y	0		
3736237	3736240		BNSF	2650 LOU MENK DRIVE	FORT WORTH		TX	76131-2830				Y	0		
3736238	3736241		SCOTT MCDONALD	313 PEACOCK LANE	KELSO		WA	98626-5459			551696	Y	0		
3736239	3736242		CHAD ABERNATHY TRUCKING LLC	1648 UNION GROVE ROAD	LENOIR		NC	28645			825862	Y	0		
3736240	3736243		SUNSET TRANSPORT INC	1001 SW KLICKITAT WAY SUITE 102	SEATTLE		WA	98134			184236	Y	0		
3736241	3736244		J B HUNT	615 J B HUNT CORPORATE DRIVE	LOWELL		AR	72745			135797	Y	0		
