Insp_Violation_ID	Supp_Desc
222038546	FRONT RIGHT ID LAMP
222038549	REAR LEFT ID LAMP
222038596	ABS LAMP INOP DURING TEST
222038597	At time of inspection, US is missing from DOT# on both sides of tractor. Photos taken and driver witnessed violation.
222038604	OTP - 5537.2.07 - Space between Vehicles.  (<25 FT @ 66 MPH)
222038607	5th axle, left side, outer dual, measures 0/32 of inch in all grooves.  Cord visible in tread.
222038625	At time of inspection, driver does not have December 26, 27, 28, 29, 30, 31, 2018 record of duty status. Driver did not recreate events when ELD went down.
222038631	Drove over right edge line by approximately 8 to 10 inches on 2 occasions and then crossed the center line by approximately 1 foot while a car was next to him.
222038633	Overweight gross allowed 69,500 lbs actual 81,200 lbs over 11,700 lbs.
222038634	ORC: 4513.34 PERMITS VIOLATION OVER WEIGHTS ON GROSS WEIGHTS W/SHP WEIGHTS VOIDING PERMIT.  NEW PERMIT IN PROCESS.
222038651	operating in white t-shirt with dark gray belt.
222038654	Carrier has no operating authority and was under oad at time of stop. Photos
222038685	EXPIRED 11/04/2017
222038717	LEFT HORIZONTAL SECTION OF IMPACT GUARD DAMAGED, LOOSE
222038737	Middle air tank behind axle 1 left side has an audible air leak.
222038739	Axle 2 right side brake out-of-adjustement - pushrod travel measured at 2 1/4". Legal limit = 2". 20% BRAKE VIOLATION.
222038741	Axle 5 right side brake out-of-adjustement - pushrod travel measured at 2 1/4". Legal limit = 2". 20% BRAKE VIOLATION.
222038744	Large audible air leak at the air reservoir tank in front of axle 2 where the front hose connects to the tank.
222038745	Axle two right side brake hose actively chafing causing a flat spot on the hose.
222038757	Carrier is registered as INTRASTATE MN carrier conducting INTERSTATE operations.
222038758	Carrier information out of date. Last update 04/21/2015. Pin letter printed.
222038771	Axle 3 left rear air bag lower mount audible air leak,  Wet and bubbling.
222038773	Service Glad hand brake hose connection to trailer has audible air leak when brakes applied.
222038774	Inoperative Hazard Lamps front and rear.
222038776	Inopeartive right and left turn signal
222038778	Must use adjustible devices from and rear apposing sides- winch does not count
222038779	Front of truck being towed only secured on left side- right side not secured.
222038780	No towaway lamps on rear of vehcile. (brake, turn signals,tail lamps)
222038787	Left rear.
222038790	Right side - Tint in the Critical zone (windshield wipers).
222038793	Power unit displaying IL Plate of 674 309ST. This is a semi trailer plate.
222038831	Axle3 left side- brake air hoses are chafing above chamber. Hoses reduced in diameter (flat spots).
222038832	Axle 4 left side pushrod travel= 2 3/4", Max pushrod travel for type 30 clamp chamber = 2". 20% Violation
222038834	Axle 4 right side pushrod travel= 2 1/8", Max pushrod travel for type 30 clamp chamber = 2". 20% Violation
222038847	50 mph in 40 mph zone.
222038849	57 mph in 45 mph zone.
222038854	2 Round hay bales 11,000lbs each, only one tiedown used. 2 two bales on top only have one tiedowns as well.
222038870	The trailer ABS light is activating in the dash of the tractor and on the trailer when the service brake is applied.
222038872	Axle 2 left side inner tire is less than 2/32 when measured in major tread grooves.
222038873	Axle 2 right side inner tire is less than 2/32 when measured in major tread grooves.
222038874	Unsecured, loose on floor.
222038935	Axle 2 left side brake out of adjustment. Push rod travel on brake measured at 2 1/2 inches limit is 2 inches
222038937	Axle 3 right side brake out of adjustment. Push rod travel on brake measured at 2 1/2 inches limit is 2 inches
222038939	Axle 2 left side audible air leak from brake chamber
222038940	Axle 1 right side inner wheel seal leaking
222038941	Axle 3 left side inner wheel seal leaking
222038950	Annual inspection not located with other carrier paperwork.
222038954	Axle 5 left side outer tire measured at 49 psi should be 105psi. Less than half so an OOS violation exists.
222038955	Rear plate shows expired December of 2018.
222038956	Rear plate on the truck shows expired December 2018.
222038957	Not in the truck.
222038959	Rear plate shows expired. December of 2018.
222038961	Not in the vehicle.
222038981	Driver side low beam head lamp inoperative.
222038983	Unit 2, both rear tail, stop, directional lamps inoperative.  Pig tail unplugged, Fixed at scale.
222038984	Unit 2 all marker, clearance, identification, 4-way, ABS, and license plate lamps inoperative. Pig tail unplugged, Fixed at scale.
222038996	Followed vehicle for 1 mile, 43 SB MP 96 to 95. Vehicle crossed fog line 4 times by one tire while driving.
222038997	Rear left ID lamp missing.
222039004	Trailer mounted ABS light illuminates when brake pedal is depressed.
222039006	Left and right ID lamps on top rear of trailer are inoperative.
222039007	Clearance lamp on top right rear corner of trailer is inoperative.
222039010	Tail lamps on trailer are inoperative.
222039011	Parking lamp on right front corner of tractor is inoperative.
222039012	Left side headlamp on tractor is inoperative.
222039015	Windshield wiper system is missing blade on passenger side and does not deliver fluid to the windshield.
222039016	Warning triangles not carried in tractor.
222039019	False Log on 01/02/2019.  Driver came to work at 6 AM.  Log shows him coming On Duty but shows no Driving time even though driver is now in Beloit, WI.
222039033	Not mounted
222039105	INACCURATE LOG-DRV HAD OFF DUTY TIME OF 47 MIN ON 12/26&56 MIN ON 01/02-DRV INF ME THAT 30 MIN OF EACH SEGMENT WAS OFF DUTY&REMAINING PORTION ON DUTY-SEE NOTES.
222039106	AXLE 5 LEFT AND RIGHT BRAKES ARE LOCKING UP AND AXLE 4 LEFT EMERGENCY BRAKE CHAMBER IS LEAKING AIR WHEN RELEASED.
222039110	ABS CHECK LAMP ON TRAILER HAS CONSTANT ILLUMINATION AND ABS TRAILER WARNING LAMP ON TRACTOR DASH HAS CONSTANT ILLUMINATION.
222039111	1 OF 8 5TH WHEEL ASSEMBLY TO GRAME FASTENERS MISSING ON RIGHT SIDE - LEFT SIDE HAS 8 AND RIGHT SIDE HAS 7 - FRONT FASTENER MISSING.
222039127	Axles 4-5=35,660 Lbs.  Lw=34,000 Lbs.
222039220	right rear trailer turn signal inop
222039221	#1 axle passenger side ABS valve leaking when brakes applied
222039222	air leak in supply line for air bag #5 passenger side.
222039223	Brake #5 axle driver side max stroke
222039225	74 in a 65.  Driver did not see the speed limit change.
222039248	needed to use Spanish Speaking Trooper to translate.
222039250	driver tapping on screen of cell phone held in his right hand.
222039325	DRIVER HAS BEEN CITED THREE TIMES BEFORE SINCE NOV/ 2011; DRIVING WEARING SHOULDER BELT BEHIND BACK.
222039337	FOLLOWING TOO CLOSE AT 65 MPH AT 10 FEET: MINIMUM BRAKING DISTANCE 201 FEET.
222039338	VASCAR SPEED DEVICE 2383 FEET/ 23.65 SECONDS X 3600 = 68.6 MPH (DRIVER CITED FOR 65 MPH IN A POSTED 55 MPH ZONE)
222039409	Tail lamps,turn signal,stop lamps obscured by mud/ice
222039412	Does not have approved triangles that meet FMVSS 125
222039417	Arkansas records show a valid CDL with medical certificate expiration of 02/07/18
222039418	Misc items on the floorboard restricting movement
222039421	Driver has an ELD but has not turned it on in over a week
222039422	upper front, series of 3, center lamp
222039426	left front turn signal is white, should be yellow/amber
222039427	Left splash guard is sailing beyone 8 inches from the ground. flap is soft material
222039433	Tracked via radar at 55 mph in a posted 45 mph mountain down grade on I-8 EB at about mp 20.
222039435	Tracked via radar at 57 mph in a posted 45 mph mountain down grade on I-8 EB at about mp 20.
222039461	28-873.14 - Parked in post "no parking" zone on ramp of highway
222039470	Driver could not change AOBRD language from French to English for Inspection.
222039568	Top pipe is 44ft long and has 4 tie downs, no header board. required additional tie downs
222039603	Left low beam is not working
222039633	False Log on 12/28/2018-BOL W/ OWNER & DRIVER SIGN SHOWED CHECK IN 2PM & LOAD IN HOUSTON TX AT 9PM, ELD OFF DUTY-SAID HE DROVE WITH OTHER DRIVE & HE SIGN FORM
222039636	TINT 12%
222039642	No Log/Log not Current on 12/30/2018 12:00 AM-DRIVER ONLY HAD 01/01/19-NO PRIOR 7 DAYS FOR PAPER LOG-BOSS & DRIVER SAY HE DRIVES LESS THAN 8 DAYS IN 30 DAY PERIOD
222039643	BOTH FRONT TURN SIGNALS WHITE - REQUIRED TO BE AMBER
222039645	NO INTERNET - ELD LOGS KEEP TRUCKING CANT TRANSFER
222039646	TOP RIGHT REAR TRAILER HORIZONTAL REFLECTIVE MATERIAL MISSING - REQUIRED 12INCHES WHITE
222039647	RIGHT REAR MUDFLAP OVER 8 INCHES FROM GROUND - REPLACE BOTH REAR MUDFLAPS
222039829	Driver has no log entries until 9:15 AM on 01/01/2019.
222039876	missing white reflective material(tape) on upper rear corners of cab. drivers side vertical piece, passenger side horizontal piece
222039909	FRONT CORROSIVE PLACARD DEFACED 1/2 MISSING; REPLACED.
222039914	12/30 & 12/31.
222039915	Will not transfer due to incorrect truck VIN.
222039924	28-958.01-Mud flaps over 8 inches
222040026	NO BRAKE LIGHTS ON TRUCK
222040027	NO BRAKE LIGHTS ON TRAILER
222040029	FAILED TO REPAIR CENTER IDENTITY LIGHT PER DVER: IN6144010826
222040031	NO ELD INSTRUCTIONS IN THE TRUCK
222040058	Log not Current on 01/01/2019 06:55 AM NO LOG ENTRIES FOR TODAY
222040062	FRONT DRIVER TURN SIGNAL NOT WORKING
222040063	FRONT PASSENGER SIDE AMBER MARKER LIGHT MISSING/NOT WORKING
222040066	UPPER AMBER LIGHT ON CAB NOT WORKING
222040067	REAR RED MARKER/ID LIGHT ABOVE LICENSE PLATE NOT WORKING
222040098	says original charge was speeding 12 over
222040197	passenger side mud flap more than 8" above the roadway when vehicle in transit
222040256	ARS 28-9506: Signage missing re driver information.
222040258	Said he didn't have it with him.
222040293	The truck's lower rear right mud flap's red & white reflective sheeting is missing.
222040296	DVER #AZ0203006021, 08/31/2018. The trailer's rear upper top left & right corner's white reflective sheeting & the ABS lamp haven't been corrected.
222040325	The truck's left driver's & right passenger's side windows measured both @ 03%. DPS Tint Meter Enforcer II Model 1000. Serial #3161138761. Certified on 10/2017.
222040327	The truck's lower rear left mud flap's red & white  reflective sheeting is missing.
222040409	Driver didn't even know common CMV words like "horn"& "windshield wipers". This went on throughout the entire inspection
222040410	No washer fluid
222040411	L/side missing
222040482	Failure to display and fasten a rear licence plate.  IL registration document has instructions to place a decal on the license plate.  IC 49-428
222040484	Left ID lamp is inop on the cab.
222040487	Air leak at gladhand connection with trailer.
222040562	Suspended in AR ref child support.
222040563	front plate not displayed
222040564	no plate displayed
222040568	54 in 45 zone.
222040754	Blue thermoplastic nylon tubing torn under spring near connection to the gladhand.
222040916	washer fluid inop
222040963	Gives a drivers license entry error
222042048	Brake out of adjustment on axle three right side.
222042049	over allowed maximum weight on axles 3 & 4.
222042052	No current registration for tractor.
222042071	Parking in a no parking zone
222042079	Unsecured tools and equipment on the bed of the truck.
222042082	Carrier name and USDOT Number not displayed. Truck registerd for 14000 lbs, GVWR on the door 19500 lbs.
222042085	Left and right turn signal lamp inoperable.Tail light lampsoperable.
222042090	Driving a CMV in left lane on NB I 405 MP21.
222042157	2 OF 6 TAILLIGHTS AMBER
222042158	5 REAR ID LIGHTS
222042175	68 MPH IN POSTED 60 MPH ZONE
222042196	Driving a CMV in left lane on SB I 405 MP 20.
222042200	Carrier name and USDOT number not displayed. Displayed a different USDOT Number:111903.
222042297	SPEED CHECKED AT 69 MPH IN A POSTED 60 MPH SPEED ZONE
222042367	Not carrying 3 safety triangles or 6 roadway flares.
222042369	No form or sticker proof of annual periodic inspection for truck.
222042373	Amber tail lamps equipped on rear of truck.  Tail lamps must be red only.
222042457	Front right (passenger side) turn signal in-operativ3e at time of inspection.
222042462	RCW 46.16A.2007.c-Rear license plate obscured due to Moffitt on rear of vehicle. License plate must be displayed as to be able to read it unobstructed
222042501	over legal tandem axle weight, axles 2-3
222042508	70 MPH IN A 60 ZONE
222042520	Over legal weight on tandem drive axles 2 & 3. Legal Weight = 34,000. Scaled Weight = 36,520.
222042592	Driving beyond 11 hour driving limit in a 14 hour period on 12/28/2018
222042596	none produced.
222042597	expired  1/12/18
222042747	air leak axle 4
222042751	1 of 4 loose on p/s rear
222042752	see chart
222042755	no current copy at time of inspection. Copy displayed expired 06/2018
222042802	1700 POUNDS OVER LEGAL WEIGHT ON A TANDEM AXLE, SCALE WEIGHT 35700 POUNDS
222042803	Air leak under cab
222042805	abs malfukntion lamp activited on trailer
222042808	no current copy at time of inspection. copy displayed expired 11/2018
222042809	missing
222042810	large crack from top to bottom on p/s
222042835	No USDOT# displayed
222042841	missing usdot#
222042853	Right rear tires, both dual tires less than 2/32 on two major tread groves
222042855	Fail to secure load properly, Load shifted and was not corrected
222042893	WRAPPED AROUND SAFTEY CHAIN
222042902	SPEEDING 71 MPH IN A POSTED 60 MPH ZONE.
222042906	SPEEDING 70 MPH IN A POSTED 60 MPH ZONE.
222042956	PROPANE TANK UNSECURED INSIDE TRUCK.
222042957	AMBER LIGHTS TO REAR OF TRAILER
222042964	WASHERS INOP
222042965	SPEEDING 68 MPH IN A POSTED 60 MPH ZONE.
222042968	SPEEDING 68 MPH IN A POSTED 60 MPH ZONE.
222042980	DRIVER NOT WEARING SEATBELT - STATED HE REMOVED IT WHEN HE CAME INTO THE SCALE
222043043	RCW 46.44.030 - OVER LEGAL LENGTH - LEGAL=56' WITH THE SINGLE TRAILER PERMIT - ACTUAL LENGTH WAS 58' 10"
222043045	RCW 46.16A.180.1 - FAILURE TO DISPLAY VALID REGISTRATION FOR THE TRACTOR - EXPIRED 7/31/18 (VERIFIED VALID THROUGH PMDC)
222043049	DISCHARGED AND UNSECURE
222043052	APPLIED AIR LOSS AT THE SPRING BRAKE CHAMBER ON TRAILER AXLE 2 LEFT SIDE
222043233	VIOLATION OF LEFT LANE RESTRICTION
222043242	68 MPH IN POSTED 60 MPH ZONE
222043260	Driving a CMV in HOV lane on NB I 405 MP13.
222043263	Tools and equipment with no load securement on the bed of the truck.
222043969	PASSENGER SIDE, 2ND AXLE, INNER TIRE COMPLETELY FLAT - 0 PSI
222044079	not authorized per portal
222044373	Red light violation
222044374	No back-up paper logs.
222044376	Wires exposed on main line from tractor to trailer.
222044460	Expired insurnace at time of inspection.
222044694	Exhaust leak at front flex pipe uner the cab, right side.
222044697	Brake-out-of-adjustment on axle 5/right side, type 30 clamp, maximum allowed push rod travel 2", measured at 2 3/8.
222044815	Power steering leaking from gearbox hose.
222044849	Axle #3 left side outer tire has less than 50 percent of the maximum inflation pressure marked on the tire sidewall 110 psi/actual 50 psi.
222044851	Power steering reservoir tank leaking.
222045015	ABS indicator lamp is inoperable.
222053150	AX 1 R/S TIRE DEFLATED @ 10 LBS PRESSURE (105 LBS MAX)
222053154	Veh over gross weight. Scale wt 83,060 lbs. Adj wt 82,800 lbs.
222053172	relay valve in front of rear tandems applied air loss. compressor maintains
222053183	rented on 11/14/2018 not displaying company information for rental longer than 30 days.
222053212	reg expired 6-30-18
222053213	NAME OF COMPANY REQUIRED BOTH SIDES
222053299	V-2 ruptured air tubing to X-4 air supply for tires (1/8" green air tubing located between x-4/x-5 near the tee fitting, ruptured under cover)
222053302	X5 actual weight 23800 lbs.  Adjusted weight 23600 lbs.  CA legal 20000 lbs.  Overweight 3600 lbs.  ***O/S***
222053324	V1 RIGHT FRONT LOW BEAM HEADLAMP INOP.
222053326	V2 NO COPY OF TRAILER REGISTRATION
222053340	V1 glad hand area - unapplied airloss at red hose to trailer at glad hand area.
222053346	PASSENGER SIDE HEADLIGHT INOP
222053353	RIGHT SIDE FUEL CAP NOT INSTALLED, HANGING BY CHAIN.  CAP PLACED ON FILL PIPE AND TRUCK RELEASED.
