INSP_VIOLATION_ID	INSPECTION_ID	SEQ_NO	PART_NO	PART_NO_SECTION	INSP_VIOL_UNIT	INSP_UNIT_ID	INSP_VIOLATION_CATEGORY_ID	OUT_OF_SERVICE_INDICATOR	DEFECT_VERIFICATION_ID	CITATION_NUMBER	PART_SECTION_ID
222028676	65527518	6	395	8	D		7	N	3		9194
222028677	65527518	7	393	9(a)	1	166875960	20	N	3		9172
222028678	65527518	8	393	95(a)	1	166875960	28	N	3		9178
222028679	65527518	9	392	2IN	1	166875960	30	N	3		385700
222028680	65527518	10	393	23	2	166875961	20	Y	1	W000326	396337
222028681	65527518	11	393	9(a)	2	166875961	20	N	3		9172
222028685	65527525	1	392	2-SLLEWA2	D		47	N	3	W000525	390250
222028689	65527527	1	392	2DIM	2	166875979	30	N	3	W001454	385697
222028691	65527528	1	392	16	D		11	N	3	8007459771	9386
222028692	65527528	2	393	60(c)	1	166875981	26	N	3		257571
222028693	65527528	3	392	2RG	1	166875981	30	N	3		385705
222028694	65527529	2	396	17(c)	2	166875983	29	N	3	W000988	9202
222028695	65527529	1	393	9(a)	1	166875982	20	N	3	W000988	283327
222028713	65527535	1	392	2PK	D		14	N	3	W000051	385704
222028714	65527535	2	391	11B2	D		14	N	3	W000051	9372
222028739	65527540	1	392	2	1	166876017	30	N	3	W000000	379214
222028740	65527541	1	391	41(a)-FPC	D		1	Y	3	5007512401	393833
222028758	65527546	1	392	2-SLLS2	D		45	N	3	W000300	390247
222028759	65527546	2	392	2FC	D		41	N	3	5006312463	9390
222028785	65527550	1	396	17(c)	1	166876045	29	N	3		9202
222028786	65527550	2	396	17(c)	2	166876046	29	N	3		9202
222028790	65527552	1	392	2-SLLS2	D		45	N	3	5006312464	390247
222028791	65527552	2	392	2FC	D		41	N	3	5006312464	9390
222028792	65527552	3	392	2LC	D		42	N	3	5006312464	9392
222028804	65527556	1	392	2-SLLEWA2	D		47	N	3	W615	390250
222028805	65527557	1	395	8E	D		2	Y	3	4003809984	253692
222028806	65527559	1	383	51(a)-NSOUT	D		8	N	3	5005149224	393815
222028807	65527561	1	395	8(a)(1)	D		3	Y	3	5005149225	396451
222028808	65527561	2	393	60(e)-WS	1	166876080	30	N	3		390337
222028809	65527561	3	396	17(c)	1	166876080	29	N	3		9202
222028810	65527561	4	393	75(a)(3)	2	166876081	23	Y	99		9334
222028813	65527565	1	392	2-SLLEWG1	D		47	N	3	OL0661697	390249
222028840	65527573	1	392	2	1	166876118	30	N	3	W000283	379214
222028841	65527574	2	392	2IRP	2	166876121	30	N	3		385701
222028844	65527576	1	392	2	D		12	N	3		396348
222028845	65527576	2	395	22(g)	D		7	N	3		396435
222028846	65527577	1	395	22(g)	D		7	N	3		396435
222028847	65527578	1	395	22(g)	D		7	N	3		396435
222028849	65527580	1	392	16	D		11	N	3	~W000719	9386
222028860	65527590	1	392	2IRP	2	166876159	30	N	3		385701
222028866	65527596	1	395	22(h)(2)	D		7	N	3		396436
222028867	65527596	2	392	60(a)	D		14	N	3	W000310	9405
222028868	65527596	3	396	17(c)	2	166876172	29	N	3		9202
222028869	65527598	1	391	41(a)-F	D		1	N	3	W000505	393832
222028870	65527599	1	392	2-SLLS3	D		45	N	3	8003813166	390248
222028871	65527599	2	392	2RG	2	166876177	30	N	3	W000506	385705
222028872	65527600	1	392	2C	D		40	N	3	4003851051	9389
222028873	65527600	2	395	8(a)(1)	D		3	Y	3	4003851051	396451
222028874	65527600	3	393	11	1	166876178	20	N	3		9422
222028876	65527603	1	392	2W	D		47	N	3	0666615	385680
222028886	65527613	1	392	2IN	1	166876203	30	N	3	8003813167	385700
222028887	65527613	2	393	23	2	166876204	20	Y	1	W000508	396337
222028889	65527617	1	395	8E	D		2	Y	3	4003851054	253692
222028890	65527617	2	393	11	1	166876209	20	N	3		9422
222028891	65527618	1	392	2C	D		40	N	3	4003851055	9389
222028917	65527624	1	395	8F01	D		3	N	3	W000893	396252
222028918	65527624	2	393	95(a)	1	166876231	28	N	3		9178
222028924	65527626	1	392	2FC	D		41	N	3	W000894	9390
222028925	65527628	1	392	2C	D		40	N	3	4003851057	9389
222028926	65527628	2	395	8(a)(1)	D		3	Y	3	4003851057	396451
222028955	65527629	1	393	47(e)	1	166876257	15	N	3		257965
222028956	65527629	2	393	53(b)	1	166876257	16	N	3		385681
222028957	65527629	3	393	75(a)(3)	1	166876257	23	Y	99	W000303	9334
222028985	65527639	1	392	2-SLLEWG1	D		47	N	3	0665674	390249
222028986	65527639	2	393	9(a)	1	166876279	20	N	3	W000691	9182
222028987	65527639	3	393	9(a)	1	166876279	20	N	3		283327
222028988	65527639	4	393	45PC	1	166876279	16	N	3		392459
222028989	65527639	5	392	2	2	166876280	14	N	3	W000691	8496
222028990	65527641	1	392	2-SLLS3	D		45	N	3	5003915952	390248
222028991	65527641	2	391	11B2	D		14	N	3		9372
222028992	65527643	1	392	2	1	166876287	30	N	3		379214
222028993	65527643	2	393	9(a)	1	166876287	20	N	3		9182
222028994	65527643	3	393	9(a)	1	166876287	20	N	3		283327
222028995	65527643	4	393	134(b)(2)	1	166876287	25	Y	99	W000310	257415
222028997	65527645	1	392	2-SLLS2	D		45	N	3	5007439177	390247
222029020	65527648	1	392	2IN	1	166876310	30	N	3	W000631	385700
222029021	65527648	2	396	17(c)	2	166876311	29	N	3	W000631	9202
222029022	65527650	1	395	22(h)(4)	D		7	N	3	W000632	396422
222029023	65527650	2	392	2-SLLEWA1	D		47	N	3	W000632	390260
222029024	65527650	3	396	17(c)	2	166876315	29	N	3	W000632	9202
222029025	65527651	1	391	41(a)-F	D		1	N	3	W000633	393832
222029027	65527653	1	392	2DL	D		14	N	3	W000752	385698
222029028	65527653	2	392	2	1	166876318	47	N	3	00668806	390241
222029029	65527654	1	392	16	D		11	N	3	5006524798	9386
222029030	65527654	2	392	2-SLLEWA1	1	166876320	47	N	3	W000753	390260
222029037	65527656	2	392	2RG	1	166876325	30	N	3	W000634	385705
222029038	65527656	3	393	78	1	166876325	26	N	3	W000634	9347
222029041	65527659	1	392	2-SLLS2	D		45	N	3	W000754	390247
222029042	65527661	1	393	60(c)	1	166876338	26	N	3		257571
222029043	65527661	2	393	78	1	166876338	26	N	3		9347
222029044	65527661	3	392	2WC	1	166876338	30	N	3		385707
222029045	65527662	1	392	2-SLLS2	D		45	N	3		390247
222029068	65527663	1	392	2-SLLS2	D		45	N	3	W000755	390247
222029069	65527663	2	392	2IN	D		30	N	3	W000755	385700
222029098	65527668	1	392	2-SLLS3	D		45	N	3	~W001646	390248
222029099	65527668	2	393	30	2	166876359	30	N	3		9274
222029117	65527675	1	392	2WC	2	166876373	30	N	3	3007345502	385707
222029118	65527675	2	393	205(c)	2	166876373	24	N	3	~W001649	9458
222029119	65527675	3	393	60(c)	1	166876372	26	N	3		257571
222029120	65527675	4	393	203	1	166876372	30	N	3		9450
222029121	65527676	1	392	2-SLLS3	D		45	N	3	~W001648	390248
222029122	65527676	2	393	11	2	166876375	20	Y	99		9422
222029123	65527676	3	393	9(a)	2	166876375	20	N	3		9172
222029124	65527676	4	393	9(a)	2	166876375	20	N	3		9172
222029125	65527676	5	393	9(a)	2	166876375	20	N	3		9172
222029126	65527676	6	393	75(a)(2)	2	166876375	23	N	3		9333
222029127	65527676	7	393	82	1	166876374	30	N	3		9351
222029128	65527676	8	392	2RG	2	166876375	30	N	3		385705
222029129	65527676	9	392	2IN	1	166876374	30	N	3	~W001648	385700
222029130	65527676	10	396	17(c)	2	166876375	29	N	3		9202
222029131	65527676	12	393	116	2	166876375	25	Y	1	3007345501	3542
222029133	65527681	1	390	21(b)	1	166876383	30	N	3	~W001650	9426
222029134	65527681	2	392	2RG	1	166876383	30	N	3		385705
222029135	65527681	3	396	17(c)	1	166876383	29	N	3		9202
222029136	65527681	4	392	2RG	2	166876384	30	N	3		385705
222029137	65527681	5	396	17(c)	2	166876384	29	N	3		9202
222029138	65527681	6	393	60(c)	1	166876383	26	N	3		257571
222029139	65527681	7	393	100(a)	1	166876383	25	Y	1		9417
222029140	65527681	8	392	2RG	1	166876383	30	N	3	VN938686	385705
222029141	65527681	9	393	75(a)(1)	2	166876384	23	N	3		9332
222029142	65527681	10	393	75C-OOS	2	166876384	99	N	3		396408
222029143	65527681	11	393	75C	2	166876384	23	Y	99		2909
222029144	65527681	12	393	47(d)	1	166876383	16	Y	99	3007345503	257964
222029145	65527681	13	393	47(d)	1	166876383	16	Y	99		257964
222029146	65527681	14	393	9(a)	1	166876383	20	N	3		9172
222029147	65527681	15	393	9(a)	1	166876383	20	N	3		9172
222029148	65527681	16	393	9(a)	1	166876383	20	N	3		9172
222029149	65527681	17	393	11	2	166876384	20	N	3		9422
222029150	65527681	18	393	9(a)	2	166876384	20	Y	99		9172
222029160	65527688	1	393	205(c)	2	166876398	24	N	3	W000871	9458
222029161	65527690	1	393	9(a)	1	166876401	20	N	3		9183
222029162	65527690	2	393	9(a)	2	166876402	20	Y	1	W000619	9172
222029178	65527696	1	392	2-SLLS2	1	166876418	45	N	3	W000587	390247
222029184	65527700	1	392	2MI	1	166876428	14	N	3	~W000316	385703
222030848	65528995	1	393	9(a)	1	166878929	20	N	3		9172
222030849	65528995	2	393	75(a)(3)	1	166878929	23	Y	99		9334
222030850	65528995	3	393	75(a)(3)	1	166878929	23	Y	99		9334
222030851	65528996	1	393	9(a)	2	166878931	20	Y	99		283327
222030867	65529022	1	393	9(a)	1	166878982	20	N	3		9172
222030868	65529022	2	393	9(a)	1	166878982	20	N	3		9172
222030869	65529022	3	393	9(a)	1	166878982	20	N	3		9172
222030870	65529022	4	393	9(a)	2	166878983	20	Y	99		9172
222030871	65529041	1	393	75(a)(3)	2	166879020	23	Y	99		9334
222030872	65529043	1	393	75(a)(3)	1	166879023	23	Y	99		9334
222030873	65529043	2	393	75(a)(3)	2	166879024	23	Y	99		9334
222030874	65529044	1	393	9(a)	2	166879026	20	Y	99		9172
222030875	65529044	2	393	9(a)	2	166879026	20	Y	99		9172
222030876	65529044	3	396	3(a)(1)	2	166879026	30	N	3		9203
222030877	65529044	4	396	3(a)(1)	2	166879026	30	N	3		9203
222030878	65529045	1	393	203(e)	1	166879027	19	N	3		9455
222030879	65529045	2	393	203(c)	1	166879027	30	Y	99		9453
222030880	65529045	3	393	9(a)	1	166879027	20	N	3		9172
222030881	65529045	4	396	3(a)(1)	1	166879027	30	N	3		9203
222030885	65529063	1	393	75C	2	166879067	23	N	3		2909
222030886	65529065	1	392	2	D		12	N	3		396347
222030887	65529065	2	393	203(e)	1	166879070	19	N	3		9455
222030888	65529065	3	393	203(c)	1	166879070	30	N	3		9453
222030889	65529065	4	396	3(a)(1)	1	166879070	30	N	3		9203
222030901	65529076	1	392	2IN	2	166879102	30	N	3		385700
222030902	65529083	1	393	75(a)(3)	1	166879115	23	Y	99		9334
222030903	65529084	1	392	9a(a)(1)	1	166879117	30	Y	99		337774
222030913	65529085	1	393	75(a)(3)	1	166879123	23	Y	99		9334
222030914	65529085	2	393	203(b)	1	166879123	19	N	3		9452
222030915	65529085	3	393	65	1	166879123	18	Y	99		9315
222030916	65529085	4	393	24(a)	1	166879123	20	N	3		257953
222030917	65529085	5	396	5(b)	1	166879123	30	N	3		9211
222030918	65529085	6	393	201(a)	2	166879124	19	Y	99		9445
222030919	65529085	7	393	207(a)	2	166879124	22	Y	99		9459
222030920	65529085	8	393	100(b)	2	166879124	25	Y	99		254958
222030921	65529086	1	393	75(a)(3)	1	166879125	23	Y	99		9334
222030922	65529086	2	393	60(c)	1	166879125	26	N	3		257571
222030923	65529086	3	393	203(a)	1	166879125	30	N	3		9451
222030924	65529086	4	393	209(d)	1	166879125	21	Y	99		8493
222030925	65529086	5	393	203(b)	1	166879125	19	N	3		9452
222030926	65529086	6	393	207(c)	1	166879125	22	Y	99		9328
222030927	65529086	7	396	5(b)	1	166879125	30	N	3		9211
222030928	65529086	8	393	209(d)	1	166879125	21	Y	99		8493
222030929	65529086	9	393	24(a)	1	166879125	20	N	3		257953
222030930	65529086	10	393	9(a)	1	166879125	20	N	3		9172
222030931	65529086	11	396	3(a)(1)	2	166879126	30	N	3		9203
222030933	65529093	1	392	2IN	1	166879141	30	N	3		385700
222030934	65529094	1	393	75(a)(3)	2	166879144	23	Y	99		9334
222030935	65529103	1	392	2	D		14	N	3		8496
222030936	65529107	1	393	55(e)	2	166879169	16	N	3		9305
222030945	65529112	1	393	102(a)	2	166879185	25	Y	99		9419
222030946	65529112	2	393	75(a)(3)	2	166879185	23	Y	99		9334
222030947	65529123	1	392	2IRP	1	166879206	30	N	3		385701
222030948	65529129	1	395	30(b)(1)	D		50	N	3		396430
222030953	65529134	1	393	75(a)(3)	2	166879230	23	Y	99		9334
222030954	65529137	1	395	8(a)	D		3	Y	3		254677
222030955	65529139	1	393	102(a)	1	166879239	25	Y	99		9419
222030956	65529139	2	393	75(a)(3)	1	166879239	23	Y	99		9334
222030957	65529140	1	393	9(a)	1	166879241	20	N	3		9182
222030958	65529141	1	393	55(e)	2	166879244	16	N	3		9305
222030959	65529141	2	392	2RG	2	166879244	30	N	3		385705
222030960	65529141	3	393	102(a)	1	166879243	25	Y	99		9419
222030961	65529145	1	393	9(a)	2	166879254	20	Y	99		283327
222030967	65529149	1	392	2IRP	1	166879264	30	N	3		385701
222030968	65529149	2	393	75(a)(3)	1	166879264	23	Y	99		9334
222030969	65529149	3	393	45PC	1	166879264	16	N	3		392459
222030970	65529149	4	392	2IRP	2	166879265	30	N	3		385701
222030975	65529157	1	392	2C	D		40	N	3	8564261	9389
222030976	65529157	2	392	2	D		14	N	3	8564262	8496
222030977	65529158	1	392	2-SLLS3	D		45	N	3	8564264	390248
222030978	65529160	1	395	8(a)	D		3	Y	3		254677
222030979	65529166	1	393	95(f)	2	166879298	28	N	3		9180
222030980	65529166	2	393	102(a)	1	166879297	25	Y	99		9419
222030981	65529167	1	392	2MI	D		14	N	3	8568606	385703
222030982	65529168	1	392	2MI	D		14	N	3	8568607	385703
222030983	65529169	1	392	2MI	D		14	N	3	8568608	385703
222030984	65529170	1	392	2MI	D		14	N	3	8568609	385703
222030985	65529170	2	392	2FC	D		41	N	3	8568610	9390
222030986	65529172	1	392	2-SLLS2	D		45	N	3	8525086	390247
222030987	65529173	1	392	16	D		11	N	3		9386
222030989	65529179	1	392	2-SLLS4	D		45	N	3	8564265	390240
222030990	65529180	1	393	9(a)	1	166879325	20	N	3	8564266	9182
222030991	65529180	2	393	9(a)	2	166879326	20	Y	99	8654267	396450
222030993	65529182	1	392	2-SLLS4	D		45	N	3	8564269	390240
222030994	65529186	2	393	55(d)(3)	2	166879338	16	N	3		9304
222030995	65529186	3	395	22(h)(4)	D		7	N	3		396422
222030996	65529186	4	393	95(b)	1	166879337	28	N	3		257980
222031004	65529197	1	393	9(a)	2	166879367	20	N	3		9172
222031005	65529199	1	393	60(b)	1	166879370	26	N	3		257570
222031006	65529199	2	393	80	1	166879370	30	N	3		9349
222031021	65529204	1	392	2C	D		40	N	3	8547623	9389
222031022	65529205	1	392	2-SLLS2	D		45	N	3	8516166	390247
222031025	65529212	1	393	75(a)(3)	1	166879410	23	Y	99		9334
222031032	65529215	1	393	45(b)(2)	1	166879416	16	N	3		392461
222031033	65529215	2	395	24(c)(2)(i)	D		50	N	3		396437
222031034	65529215	3	395	8	D		7	N	3		9194
222031035	65529216	1	395	8	D		7	N	3		9194
222031036	65529217	1	393	9(a)	1	166879420	20	N	3		283327
222031037	65529217	2	393	19	1	166879420	20	N	3		9443
222031038	65529217	3	393	25(f)	1	166879420	20	N	3		9271
222031039	65529217	4	392	2IRP	2	166879421	30	N	3		385701
222031040	65529217	5	395	15I9	D		7	N	3		396267
222031042	65529219	1	392	2C	D		40	N	3	8547625	9389
222031047	65529221	1	393	75C	2	166879449	23	N	3		2909
222031048	65529222	1	393	19	2	166879451	20	N	3		9443
222031049	65529222	2	393	9(a)	2	166879451	20	Y	99		283327
222031050	65529225	1	393	9(a)	2	166879457	20	N	3		9172
222031051	65529225	2	393	201(a)	2	166879457	19	Y	99		9445
222031052	65529226	1	390	21(a)	1	166879458	30	N	3		9566
222031064	65529235	1	395	8	D		7	N	3		9194
222031065	65529235	2	395	3(b)(2)	D		6	Y	3		393843
222031066	65529235	3	393	9(a)	1	166879503	20	N	3		283327
222031067	65529236	1	393	9(a)	1	166879504	20	N	3		283327
222031068	65529236	2	393	9(a)	1	166879504	20	N	3		9172
222031069	65529237	1	393	9(a)	2	166879507	20	N	3		9172
222031070	65529241	1	392	2	1	166879514	14	N	3		8496
222031071	65529241	2	393	9(a)	2	166879515	20	N	3		9172
222031072	65529241	3	395	24(c)(2)(iii)	D		50	N	3		396427
222031073	65529241	4	395	8	D		7	N	3		9194
222031074	65529241	5	395	8	D		7	N	3		9194
222031075	65529241	6	395	22(h)(4)	D		7	N	3		396422
222031082	65529247	1	393	9(a)	1	166879546	20	N	3		9182
222031083	65529247	2	393	9(a)	2	166879547	20	Y	99		9172
222031084	65529248	1	393	95(f)	1	166879548	28	N	3		9180
222031085	65529251	1	395	8	D		7	N	3		9194
222031086	65529251	2	395	20(b)	D		7	N	3		396438
222031087	65529252	1	393	75(a)(1)	2	166879557	23	Y	99		9332
222031088	65529261	1	393	45(d)	1	166879589	16	N	3		257960
222031089	65529261	2	393	9(a)	1	166879589	20	N	3		9183
222031090	65529261	3	393	75(a)(3)	2	166879590	23	Y	99		9334
222031091	65529261	4	393	75(a)(1)	2	166879590	23	N	3		9332
222031092	65529264	1	393	75(a)(3)	2	166879596	23	Y	99		9334
222031093	65529271	1	392	2	2	166879610	14	N	3		8496
222031094	65529272	1	392	2	D		14	N	3		8496
222031096	65529279	1	392	2	D		14	N	3	8544632	8496
222031097	65529279	2	392	2	D		14	N	3	8544633	8496
222031098	65529280	1	392	2	D		14	N	3	8544634	8496
222031099	65529280	2	395	8(a)	D		3	Y	3	8544635	254677
222031100	65529280	3	392	2	D		14	N	3	8544636	8496
222031101	65529282	1	393	75(a)(3)	1	166879639	23	Y	99		9334
222031103	65529290	1	392	2	2	166879656	14	N	3		8496
222031104	65529297	1	393	75(a)(3)	1	166879675	23	Y	99		9334
222031106	65529299	1	393	75(a)(3)	1	166879679	23	Y	99		9334
222031107	65529300	1	393	75(a)(3)	1	166879680	23	Y	99		9334
222031437	65529391	1	392	2FC	D		41	N	3		9390
222031438	65529391	2	393	9(a)	2	166879958	20	N	3		9172
222031444	65529398	1	393	9(a)	1	166879973	20	N	3		283327
222031445	65529398	2	393	75(a)(3)	1	166879973	23	Y	99		9334
222031446	65529398	3	393	60(c)	1	166879973	26	N	3		257571
222031447	65529398	4	392	2RG	2	166879974	30	N	3		385705
222031454	65529410	1	392	2-SLLS2	D		45	N	3		390247
222031455	65529410	2	393	95(f)	1	166879997	28	N	3		9180
222031521	65529436	1	392	2-SLLEWA2	D		47	N	3	M920935	390250
222031522	65529436	2	392	2	D		47	N	3	M920954	390281
222031523	65529436	3	392	2-SLLEWA2	D		47	N	3		390250
222031524	65529436	4	393	75(f)(2)	2	166880047	23	N	3		9342
222031525	65529437	1	392	2	D		14	N	3	M909278	8496
222031526	65529437	2	393	70B1I	1	166880048	17	Y	99		396253
222031527	65529437	3	396	3(a)(1)	2	166880049	30	Y	99		9203
222031528	65529437	4	393	28	2	166880049	30	N	3		9273
222031529	65529437	5	393	201(a)	2	166880049	19	Y	99		9445
222031530	65529437	6	178	345-8(c)	2	166880049	39	N	3		9531
222031544	65529452	1	393	78	1	166880082	26	N	3		9347
222031545	65529452	2	393	9(a)	2	166880081	20	N	3		9172
222031546	65529452	3	393	45(d)	1	166880082	16	N	3		257960
222031547	65529452	4	396	5(b)	1	166880082	24	N	3		392472
222031548	65529452	5	393	45	2	166880081	16	Y	99		9283
222031549	65529452	6	396	3(a)(1)	1	166880082	16	Y	99		9208
222031550	65529452	7	395	8(a)(1)	D		3	Y	3		396451
222031551	65529452	8	396	17(c)	1	166880082	29	N	3		9202
222031589	65529465	1	393	45PC	1	166880120	16	N	3		392459
222031593	65529466	1	392	2-SLLS2	D		45	N	3		390247
222031594	65529467	1	392	2-SLLS2	D		45	N	3		390247
222031627	65529476	1	383	51(a)-SIN	D		8	Y	3	M706072	393816
222031628	65529476	2	392	2	D		47	N	3		390266
222031646	65529485	1	393	9(a)	2	166880178	20	Y	4		396450
222031683	65529496	1	392	2-SLLS1	D		45	N	3		390251
222031684	65529496	2	395	8(a)(1)	D		3	Y	3		396451
222031691	65529503	1	393	9(a)	1	166880220	20	N	3		9172
222031696	65529507	1	392	2-SLLS1	D		45	N	3		390251
222031712	65529511	1	392	2-SLLS2	D		45	N	3		390247
222031713	65529511	2	392	2RG	1	166880244	30	N	3		385705
222031715	65529518	1	392	16	D		11	N	3		9386
222031716	65529518	2	393	93(b)	1	166880259	30	N	3		9177
222031717	65529518	3	393	130	1	166880259	25	Y	4		3556
222031767	65529533	1	392	2IRP	2	166880297	30	N	3		385701
222031768	65529533	2	392	2-SLLSWZ	D		45	N	3		390297
222031769	65529534	1	392	2-SLLS1	D		45	N	3		390251
222031786	65529546	1	392	2-SLLS1	D		45	N	3		390251
222031787	65529546	2	392	2RG	1	166880325	30	N	3		385705
222031858	65529588	1	392	2IRP	D		30	N	3	M874206	385701
222031859	65529588	2	393	9(a)	1	166880416	20	N	3		283327
222031860	65529588	3	393	95(a)	1	166880416	28	N	3		9178
222031861	65529588	4	393	9(a)	1	166880416	20	N	3		283327
222031862	65529588	5	393	25(f)	1	166880416	20	N	3		9271
222031863	65529588	6	393	9(a)	1	166880416	20	N	3		9172
222031864	65529588	7	396	3A1T	2	166880417	23	N	3		9209
222031865	65529588	8	390	19(a)(1)	1	166880416	30	N	3		393823
222031866	65529588	9	392	2IN	1	166880416	30	N	3		385700
222031868	65529590	1	392	2-SLLS2	D		45	N	3		390247
222031869	65529590	2	392	2	D		14	N	3		8496
222031876	65529598	1	392	2-SLLS1	D		45	N	3		390251
222031877	65529599	1	392	2-SLLSWZ	D		45	N	3		390297
222031901	65529602	1	396	17(c)	1	166880456	29	N	3		9202
222031926	65529613	1	392	2IN	1	166880486	30	N	3		385700
222031927	65529613	2	393	75A	2	166880487	23	Y	99		8494
222031936	65529615	1	392	2-SLLS2	D		45	N	3		390247
222031996	65529634	1	392	2RG	1	166880538	30	N	3		385705
222031997	65529634	2	383	91(a)	D		14	Y	3		9552
222031998	65529634	3	393	9(a)	2	166880539	20	N	3		9183
222031999	65529634	4	393	9(a)	2	166880539	20	N	3		9172
222032000	65529634	5	392	2P	D		43	N	3		9393
222032056	65529659	1	393	60(c)	1	166880588	26	N	3		257571
222032057	65529659	2	393	9(a)	2	166880589	20	N	3		9172
222032100	65529670	1	392	2RG	D		30	N	3		385705
222032101	65529670	2	392	2RG	D		30	N	3		385705
222032102	65529670	3	396	17(c)	2	166880642	29	N	3	W531421	9202
222032103	65529670	4	393	9(a)	2	166880642	20	N	3		9172
222032104	65529670	5	393	9(a)	2	166880642	20	N	3		9172
222032135	65529676	1	383	23(a)(2)	D		14	Y	3	20192420311998	9547
222032136	65529676	2	393	9(a)	1	166880670	20	N	3		9172
222032137	65529676	3	393	9(a)	1	166880670	20	N	3		9172
222032138	65529676	4	393	9(a)	1	166880670	20	N	3		9172
222032139	65529676	5	396	17(c)	1	166880670	29	N	3	W533467	9202
222032140	65529676	6	396	17(c)	2	166880671	29	N	3		9202
222032141	65529676	7	393	9(a)	2	166880671	20	Y	99		9172
222032142	65529677	1	392	2-SLLS3	D		45	N	3		390248
222032197	65529684	1	392	16	D		11	N	3	20192420311999	9386
222032205	65529686	1	392	2LV	D		14	N	3	W540418	385702
222032207	65529688	1	392	2	D		30	N	3		379214
