INSP_VIOL_SHIPPER_ID	INSP_VIOLATION_ID	SHIPPER_NAME	SHIPPER_STREET	SHIPPER_CITY	SHIPPER_STATE	SHIPPER_ZIP_CODE	SHIPPER_FIRST_BYTE	SHIPPER_DOT_NUMBER	PART_NO	PART_NO_SECTION	PART_SECTION_ID
298989	227404112	JAMES A MOOS	19355 ELBERT ROAD	ELBERT	CO	80106		1379283	172	201(d)	8590
298992	227404955	CHS INC	PO BOX 64089 MS# 305	SAINT PAUL MINNESOTA	MN	55164		124419	172	202(b)	8596
298994	227405332	JACMAR FOODSERVICE DISTRIBUTION NORTH LLC	3057 PROMENADE WAY	WEST SACRAMENTO	CA	95691		1489124	172	200(a)	8586
298997	227406806	TORGERSONS LLC	4701 RIVER DR N	GRET	MT	59405			172	200(a)	8586
298998	227408310	BIOCOMBUSTIBLES INTERNACIONALES SA DE CV	PASEO COLON EXT. 3659	NUEVO LAREDO	TA	88260			173	24(b)(1)	9589
298999	227408357	ENESTAS SA DE CV	AV. PROLONGACION PASEO DE LA REFORMA	CUAJIMALPA	MX	05348			172	202(a)(3)	8593
299000	227417704	ATLANTIC COAST TRANSPORT GROUP INC	9 MITCHELL PLACE	WHITE PLAINS	NY	10601		2409214	172	504(a)	8682
299004	227418320	ALLENS PROPANE						219779	172	407	10904
299005	227418479	NATIONAL FUEL OIL INC	175 ORANGE ST	NEWARK	NJ	07103-4009		2897169	172	516(c)(6)	9576
299006	227418482	FINCH FUEL OIL CO INC	648 SCHUYLER AVE	KEARNY	NJ	07032-4242		239958	172	516(c)(6)	9576
299008	227419652	CARDULLO IRONWORKS INC	101 SPENCE ST	BAYSHORE	NY	11706		1470499	172	604	21459
299011	227421829	CUMBERLAND FARMS INC	165 FLANDERS ROAD	WESTBORO	MA	01581		17902	172	328(d)	263071
299013	227422505	ASSOCIATED ASPHALT TRANSPORT LLC	P O BOX 12626	ROANOKE	VA	24027-2626		235687	177	823A	1789
299015	227423619	ALLIED ROOF CLEANING	6361 METRO PLANTATION RD	FORT MYERS	FL	33966			172	600(c)	9579
299016	227423823	ESP FUELING LLC	8145 W 28TH AVENUE STE 220	HAILEAH	FL	33016		2925426	172	328(d)	263071
299019	227426660	GLOBAL CONTRACTING GROUP LLC	PO BOX 1319	WILDWOOD	FL	34785		2048816	177	817A	3075
299020	227427160	JOHNS MANVILLE- 1029	117 LEQUIRE STSTONE BLVD	SCOTTSBORO	AL	35768			172	516(c)(1)	9572
299023	227427771	AKCA INC	4603 REECE ROAD	PLANT CITY	FL	33566-0000		815307	172	407	10904
299024	227428154	TOMAS BELLO	920 DREPSEN HOOK DR	ORLANDO	FL	32825			172	600(c)	9579
299025	227428269	RYAN TIRE & PETROLEUM INC	2650 EDISON AVENUE	FT MYERS	FL	33916-5306		835645	172	328(d)	263071
299026	227429071	ATLAS FUELING CORP	930 E 33 ST	HIALEAH	FL	33013		1880437	172	516(c)(6)	9576
299030	227432391	TIDEPORT DISTRIBUTION	4225 RESEARCH FOREST #204	THE WOODLANDS	TX	77381		107714	172	202(b)	8596
299035	227434020	PARKER CHARCOAL	2560 NORTHRUP FALLS ROAD	JAMESTOWN	TN	38556			172	516(c)(6)	9576
299036	227434884	LOG-TECH LLC	1013 240TH AVE	HAYS	KS	67601-9601		3276982	172	400(a)	8664
299037	227435386	UNIVAR USA INC	3075 HIGHLAND PKWY STE 200	DOWNERS GROVE	IL	60515-5560		28633	172	504(a)	8682
299038	227435705	GREENLINE ENVIRONMENTAL SOLUTIONS LLC	1122 EAST 10TH PLACE	GARY	IN	46402		2418893	172	516(c)(6)	9576
299039	227436850	WALTER SURFACE TECHNOLOGIES	5977 TRANS CANADA HWY	POINTE-CLAIRE	PQ	H9R1C1			172	201(a)(1)	8587
299040	227436854	DDP SPECIALTY ELECTRONIC MATERIALS US, INC.	901 E KANKAKEE RIVER RD	WILMINGTON	IL	60481			172	516(c)(6)	9576
299043	227437969	PILOT CHEMIICAL OF OHIO	3439 YANKEE ROAD	MIDDLETOWN	OH	45044			172	203L	396301
299044	227438268	ENGLEFIELD INC	447 JAMES PARKWAY	HEATH	OH	43056		331353	172	502(a)(1)	8680
299045	227438453	MEGA RENTALS INC	PO BOX 8026	MADISON	WI	53708		1363523	172	504(a)	8682
299046	227438632	KRIST OIL COMPANY INC	303 SELDEN ROAD	IRON RIVER	MI	49935		168899	172	202(a)(5)	8595
299047	227438633	KRIST OIL COMPANY INC	303 SELDEN ROAD	IRON RIVER	MI	49935		168899	172	328(d)	263071
299048	227438861	FLINT HILLS RESOURCES PINE BEND LLC	4111 E 37TH STREET NORTH	WICHITA	KS	67220		2097038	173	29(a)	385678
299049	227438997	HYDRITE CHEMICAL	114 N MAIN ST	COTTAGE GROVE	WI	53527			173	24(b)(1)	9589
299050	227441338	CLEAN ENERGY FUELS	14436 CONTRACTOR ROAD	BORON	CA	93516			172	604	21459
299051	227441360	AG EXPRESS LLC	2850 SOUTH PEART ROAD	CASA GRANDE	AZ	85193-9024		610632	172	506(a)(1)	9635
299052	227441362	EDC AG PRODUCTS COMPANY LLC	100 LEWIS ST	ELKHART	TX	75839			172	201(a)(1)	8587
299053	227441404	PRO PETROLEUM INCORPORATED	408 S 43RD AVE	PHOENIX	AZ	85009		434635	172	328(d)	263071
299056	227441674	APACHE NITROGEN PRODUCTS, INC	P.O. BOX 700	BENSON	AZ	86502			173	24(b)(1)	9589
299057	227441729	KNIGHT TRANSPORTATION INC	20002 NORTH 19TH AVENUE	PHOENIX	AZ	85027		428823	172	502(a)(1)	8680
299058	227441834	SAIA MOTOR FREIGHT LINE LLC	11465 JOHNS CREEK PKWY STE 400	JOHNS CREEK	GA	30097		29124	173	24(b)(1)	9589
299059	227441835	HILL BROTHERS CHEMICAL	7121 WEST BELL ROAD  STE 250	GLENDALE	AZ	85308		50146	172	200(a)	8586
299061	227441868	SAPPINGTON COL	2765 RIVERSIDE AVE	BLOOMINGTON	CA	92316			173	30	9596
299062	227441914	U S TRANSPORT INC	241 W 56TH AVENUE	DENVER	CO	80216		1331834	173	24(b)(1)	9589
299065	227442706	THATCHER CO	1905 FORTUNE RD	SALT LAKE CITY	UT	84104			172	203(c)(1)	8601
299069	227443217	HARRIS INDUSTRIAL GASES	8475 AUBURN BLVD	CITRUS HEIGHTS	CA	95610		2069888	172	516(c)(6)	9576
299070	227443642	CARLISLE SYNTEC	1600 B AVE	TOOELE	UT	84074		286933	172	202(a)(2)	8592
299071	227443922	ASSOCIATED PETROLEUM PRODUCTS INC	PO BOX 1397	TACOMA	WA	98401-1397		545501	172	201(d)	8590
299072	227443924	FERRELLGAS L P	ONE LIBERTY PLAZA MD#5	LIBERTY	MO	64068		89243	172	201(d)	8590
299073	227444207	WAYNE TRANSPORTS INC	14345 CONLEY AVENUE	ROSEMOUNT	MN	55068		166179	172	303(a)	8631
299076	227456900	OSTERMAN PROPANE LLC	1 MEMORIAL SQ	WHITINSVILLE	MA	01588		245231	172	516(c)(6)	9576
299082	227458627	UNIVAR	ALLIED TERMINALS C/O PPG INDUSTRIES	NORFOLK	VA	23523			172	201(a)(1)	8587
299085	227458749	PENINSULA OIL CO INC	40 S MARKET ST	SEAFORD	DE	19973		7568	172	302(a)	8628
299087	227458991	ESTES EXPRESS LINES	3901 W BROAD ST	RICHMOND	VA	23230		121018	172	201(a)(1)	8587
299088	227459331	INDIAN RIVER TRANSPORT CO	2580 EXECUTIVE ROAD	WINTER HAVEN	FL	33884		123611	172	334	8662
299091	227459615	FLEET TRANSIT INC	3400 FAIRFIELD RD	BALTIMORE	MD	21226		154471	172	502(a)(1)	8680
299093	227460173	QUALITY CARRIERS INC	1208 E KENNEDY BLVD SUITE 132	TAMPA	FL	33602		76600	173	24(b)(1)	9589
299094	227460520	XPO LOGISTICS FREIGHT INC	2211 OLD EARHART ROAD	ANN ARBOR	MI	48105-2751		241829	172	516(c)(1)	9572
299095	227460845	DIXIE CONSTRUCTION CO INC	260 HOPEWELL ROAD	CHURCHVILLE	MD	21028		372309	172	604	21459
299096	227461165	N J SITE & UTILITY CONTRACTORS INC	8 STEPHANIE COURT	JACKSON	NJ	08527		2562457	172	328(d)	263071
299098	227461595	ATLAS WELDING SUPPLY CO INC	808 BROOK RD	LAKEWOOD	NJ	08701		472422	172	400(a)	8664
299099	227461601	GREENWOOD MOTOR LINES INC	600 GILLAM ROAD	WILMINGTON	OH	45177		63391	172	400(a)	8664
299101	227462039	OLD DOMINION FREIGHT LINE INC	500 OLD DOMINION WAY	THOMASVILLE	NC	27360		90849	172	516(c)(1)	9572
299103	227462926	AIR PRODUCTS & CHEMICALS INC	7201 HAMILTON BOULEVARD	ALLENTOWN	PA	18195-1501		101263	172	604	21459
299104	227462928	PRIDE SOLVENTS & CHEMICAL CO OF NJ INC	211 RANDOLPH AVE	AVENEL	NJ	07001		577357	172	516(c)(6)	9576
299105	227463772	KENAN TRANSPORT LLC	4366 MT PLEASANT ST NW	N CANTON	OH	44720		90831	172	504(a)	8682
299109	227464701	MIGUEZ FUEL LLC	109 HWY 90 WEST	NEW IBERIA	LA	70560		1467364	172	202(b)	8596
299110	227464818	GALVESTON TERMINALS INC	3801 GTI BLVD	GALVESTON	TX	77381			172	202(b)	8596
299111	227464841	CLARIANT CORPORATION	2750 TECHNOLOGY FOREST BLVD	THE WOODLANDS	TX	77381		1371879	172	516(c)(6)	9576
299115	227466616	BP EXPRESS LLC	2035 LAKESIDE CENTRE WAY SUITE 100	KNOXVILLE	TN	37922		519476	172	516(c)(5)	9575
299118	227467260	DESAIX TRANSPORT LLC	319 MILLER AVE	CROSSVILLE	TN	38555		2062181	172	202(b)	8596
299126	227470456	CARTER WATERS LLC	2440 PENNWAY	KANSAS CITY	MO	64108		1730498	172	203(k)	8617
299127	227470522	JAMES LEE	1215 1ST STREET	PLATTE CITY	MO	64079		2477482	172	600(c)	9579
299128	227471184	HENKEL US OPERATIONS CORP	23343 SHERWOOD AVE	WARREN	MI	48091			172	504(a)	8682
299129	227471317	HL MOTOR GROUP INC	391 CREDITSTONE ROAD	CONCORD	ON	L4K 1N8		2274502	172	504(a)	8682
299130	227471379	ETP ROMULUS	29120 WICK RD	ROMULUS	MI	48174			172	516(c)(6)	9576
299131	227473728	THE PHARMACY COUNTER LLC	2655 W CENTRAL AVENUE	TOLEDO	OH	43606		1170362	172	202(a)(5)	8595
299132	227473730	TECHNICAL PRODUCTS INC	3500 RIDGE ROAD	CLEVELAND	OH	44102		1188	172	332A	10078
299134	227473967	THE MIAMI PRODUCTS & CHEMICAL COMPANY	P O BOX 486	DAYTON	OH	45401		76827	172	516(c)(6)	9576
299138	227475123	WSI SUPPLY CHAIN SOLUTIONS	20455 REEVES AVENUE	CARSON	CA				173	30	9596
299139	227475129	VALLEY SPREADER INC	260 NORTH 9TH STREET	BRAWLEY	CA	92227		57436	173	24(b)(1)	9589
299142	227475372	OFFEN PETROLEUM LLC	5100 E 78TH AVE	COMMERCE CITY	CO	80022		237345	172	328(d)	263071
299143	227475909	PEP BOYS TEXAS DIST	1130 EAST KEARNEY STREET	MESQUITE	TX	75149			172	202(a)(4)	8594
299144	227476136	UPS FREIGHT	601 W 172ND ST	SOUTH HOLLAND	IL				172	502(a)(1)	8680
299146	227476177	DAVID WARFFELI	4631 COUNTY ROAD 5	WIGGINS	CO	80654		805401	172	600(c)	9579
299149	227476530	GLOBALTRANZ ENTERPRISES INC	PO BOX 6348	SCOTTSDALE	AZ	85261		2233025	172	202(a)(1)	8591
299150	227476696	NORTH PARK TRANSPORTATION CO	5150 COLUMBINE ST	DENVER	CO	80216-2305		44952	172	519	9578
299152	227477008	AMFEC INC	4923 E LINDEN ST	CALDWELL	ID	83605			172	600(c)	9579
299155	227478117	MULESHOE VET SUPPLY	1430 US HWY 84	MULESHOE	TX	79347		1112717	172	202(a)(2)	8592
299156	227478854	TESORO LOGISTICS LLC.	10200 WEST MARCH POINT RD	ANACORTES	WA	98221			172	202(a)(2)	8592
299157	227479978	LIVENGOOD EXCAVATORS	4661 LEHIGH DRIVE	WALNUTPORT	PA	18088		2085953	172	202(b)	8596
299158	227482136	GAMMYT TRUCKING SA DE CV	3136 DANTE LOOP	LAREDO	TX	78041		2091270	172	202(b)	8596
299159	227488680	US DAIRY SYSTEMS INC	1731 S LINCOLN	JEROME	ID	83338		889100	172	202(a)(1)	8591
299160	227490119	OLD DOMINION FREIGHT LINE INC	500 OLD DOMINION WAY	THOMASVILLE	NC	27360		90849	172	202(a)(4)	8594
299161	227490181	THOMPSON HARVEY BAY AREA LLC	1325 W BETTERAVIA ROAD	SANTA MARIA	CA	93457		2271357	172	202(a)(5)	8595
299162	227491547	RELIABLE LIQUID TRANSPORT INC	1041 COLLEGE AVENUE	SANTA ROSA	CA	95404		307266	172	200(a)	8586
299163	227491774	JIM GODBOUT PLUMBING & HEATING INC	486 ELM ST	BIDDEFORD	ME	04005-2010		3096628	172	326(a)	8651
299165	227492030	HOMETOWN FUELS INC	13 ACCESS HWY	LIMESTONE	ME	04750		816915	172	604	21459
299166	227492087	CONSUMERS FUEL COMPANY	12 MAIN STREET	BELFAST	ME	04915		790118	172	200(a)	8586
299167	227492442	BEL-AQUA POOL SUPPLY INC	20 COMMERCE DRIVE	NEW ROCHELLE	NY	10801		86440	172	504(a)	8682
299168	227493306	ROBINSONS INDUSTRIAL GAS & EQUIPMENT CORP	920-14 LINCOLN AVENUE	HOLBROOK	NY	11741		1109730	172	407	10904
299169	227493312	MEDICAL GASES INC	71 SWALM ST	WESTBURY	NY	11590-0084		893752	172	516(c)(6)	9576
299170	227493314	TOTAL KNOCK OUT TRANSPORTATION LLC	963 RIM RD	FAYETTEVILLE	NC	28314-6504		3164453	172	516(c)(6)	9576
299171	227494885	DANIEL AVILA NUNEZ	PO BOX 544 ( B0 MARAVILLA SUR CARR 120)	LAS MARIAS	PR	00670			172	400(a)	8664
299172	227494973	CENTRO GAS HIRAM INC	PO BOX 623	AGUADA	PR	00602		277679	178	337-8A	256507
299173	227495102	CAMIONEROS COOPERATIVA DE TRANSPORTE DE CARGA/ PAZ EMERITA RODRIGUEZ BERMUDEZ	PO BOX 13877	SAN JUAN	PR	00908-3877		188655	172	304(a)(1)	8632
299174	227495113	JP TRANSPORT CORP	P O BOX 1581 VICTORIA STATION	AGUADILLA	PR	00605-1581		824512	172	326(c)(1)	8653
299175	227496104	OLIVER FUELS AND OILS	6819 MACCORKLE AVE	ST ALBANS	WV	25177		963402	172	504(a)	8682
299176	227496108	HAROLD A PURYEAR TRUCKING CO INC	5844 LEASE LN	RALEIGH	NC	27617		272140	172	302(a)	8628
299182	227498195	UNITED PETROLEUM TRANSPORTS INC	4312 S GEORGIA PLACE	OKLAHOMA CITY	OK	73129-7972		185040	172	202(a)(3)	8593
299183	227498369	SMART CHEMICAL SERVICES LP	5700 SW 45TH	AMARILLO	TX	79109		1815949	172	301(a)(1)	385686
299184	227498382	EARNHEART OIL INC	12782 W CTY RD 60	MARSHALL	OK	73056		828567	172	504(a)	8682
299185	227499561	SABIC		MOUNT VERNON	IN				172	506(a)(1)	9635
299186	227500081	WEBB CHEMICAL SERVICE CORPORATION	2708 JARMAN ST	MUSKEGON HEIGHTS	MI	49444-2225		157562	172	504(a)	8682
299187	227500144	PRO TRANSPORT LLC	301 BRIDGE STREET	GREEN BAY	WI	54303		1121579	172	504(a)	8682
299188	227500244	FERRELL GAS	521 US41	NEGAUNEE	MI	49860		288538	172	302(a)	8628
299191	227500387	MONDO AMERICA	2655 FRANCIS-HUGHES	LAVAL	PQ	H7L3S8			172	203(k)	8617
299195	227502178	NEXEO SOLUTIONS LLC	7050 W 71ST ST	BEDFORD PARK	IL	60638		2115424	172	201(a)(1)	8587
299196	227502375	KANSAI PAINT CO	OASAKA JAPAN						172	202(b)	8596
299197	227502848	CUYAHOGA LANDMARK INC	21079 WESTWOOD DRIVE	STRONGSVILLE	OH	44149		1005962	172	600(c)	9579
299198	227502907	VALLEY AQUATIC SOLUTIONS LLC	2009 ENTERPRISE DRIVE	DE PERE	WI	54115		566252	172	202(a)(5)	8595
299199	227504355	LANXESS	2571 FITE ROAD	MEMPHIS	TN	38127			173	24(b)	9588
299200	227504616	EAST PENN MANUFACTURING CO INC	50 JEFFERSON ST	TOPTON	PA	19562			172	504(a)	8682
299204	227505269	CITYSERVICEVALCON LLC	PO BOX 1	KALISPELL	MT	59903		192953	173	24(b)(1)	9589
299205	227506115	POET BIOREFINING	27716 462ND AVE	CHANCELLOR	SD	57015		1659244	172	506(a)	8687
299206	227506193	SYNGENTA CROP PROTECTION LLC	4111 GIBSON ROAD	OMAHA	NE	68107			172	202(a)(3)	8593
299207	227506211	NUSTAR PIPELINE OPERATING PARTNERSHIP, L.P.	1101 S. E. MAIN AVENUE	MOORHEAD	MN	56560			172	202(a)(2)	8592
299208	227506216	NUSTAR PIPELINE OPERATING PARTNERSHIP, L.P.	1101 S. E. MAIN AVENUE	MOORHEAD	MN	56560			172	202(a)(2)	8592
299209	227506429	WEST CENTRAL	220 CMC LN	MOCCASIN	MT	59462			172	202(a)(1)	8591
299210	227506448	NEWCO INC	6900 FOX AVE SO	SEATTLE	WA	98108		38628	173	24(b)(1)	9589
299211	227506757	ENVISION TRANSPORT LTD	9380 116TH STREET	DELTA	BC	V4C 5W9		1207505	172	201(a)(1)	8587
299213	227516528	VALERO MARKETING AND SUPPLY	1100 WILLOW PASS RD	PITTSBURG	CA	94565			172	203(k)	8617
299214	227516541	R L CARRIERS	4143 JESSEUP RD	CERES	CA	95307		63391	172	504(a)	8682
299215	227517257	SCHNITZER STEEL	1101 EMBARCADERO WEST	OAKLAND	CA	94607			173	24(b)(1)	9589
299216	227517292	CGS TRANSPORT LLC	4300 SANTA CLARA	OXNARD	CA	93036		2426993	172	328(d)	263071
299217	227517293	CHEVRON RICHMOND REFINERY	841 CHEVRON WAY	RICHMOND	CA	94801			172	302(a)	8628
299220	227518336	CORTEZ GAS WHOLESALE COMPANY	P O BOX 490	ROSWELL	NM	88202		2415283	173	24(b)(1)	9589
299221	227519278	CHEM GROUP	2406 LYNCH RD	EVANSVILLE	IN	47711			172	202(a)(2)	8592
299222	227519457	KELDORN TRUCKING INC	3056 E LINCOLN HWY	LYNWOOD	IL	60411-9801		311939	172	516(c)(5)	9575
299225	227520395	HEXION INC	6200 CAMPGROUND RD	LOUISVILLE	KY	40216			172	328(d)	263071
299226	227520622	ACE PYRO LLC	13001 E AUSTIN RD	MANCHESTER	MI	48158		1352892	172	516(c)(6)	9576
299234	227522308	DIXIE LAND OIL CO LLC	281 E MAIN STREET	RISING SUN	MD	21911		1077035	173	24(b)(1)	9589
299235	227522817	TRANSCHEM INC	140 SOUTH AVE	SOUTH PLAINFIELD	NJ	07080			172	504(a)	8682
299237	227523004	SHINE TRANSPORTATION INC	142 MUSKET DRIVE SUITE 1	WINCHESTER	VA	22602		948048	172	516(c)(6)	9576
299238	227523184	PROFESSIONAL FINISHES INC	14622 SOUTHLAWN LANE	ROCKVILLE	MD	20850-1317		1020709	172	604	21459
299239	227523212	PETRO EXPRESS CO INC	1836 CHESAPEAKE AVE	BALTIMORE	MD	21226		351509	172	600(c)	9579
299240	227525182	MASOULEH CORP - HYGRADE OIL	301 RIVER ROAD	CLIFTON	NJ	07014		966443	172	516(c)(6)	9576
299241	227528521	ORKIN EXTERMINATING CO INC	2170 PIEDMONT RD NE	ATLANTA	GA	30324-4135		407260	172	200(a)	8586
299243	227528613	W H THOMAS OIL CO INC	P O BOX 890	CLANTON	AL	35046		260315	172	328(d)	263071
299244	227528863	COUGAR OIL INC	PO BOX 1800	SELMA	AL	36702		97862	172	202(a)(4)	8594
299246	227532453	ATLANTIC PROPANE GAS &SERVICES CORP	7105 SW 8 ST SUITE 201	MIAMI	FL	33144		2527344	177	823A	1789
299247	227532745	RYAN TIRE & PETROLEUM INC	2650 EDISON AVENUE	FT MYERS	FL	33916-5306		835645	173	24(b)(1)	9589
299248	227533009	G.A.G. PEST CONTROL INC	590 N SEMORAN BLVD STE 200	ORLANDO	FL	32807-3380		2840884	172	203L	396301
299250	227535387	MANDATORY FUEL MANAGEMENT	8000 INNOVATION PARK	BATON ROUGE	LA	70817			172	400(a)	8664
299251	227535580	JOHNSON SUPPLY INC	10151 STELLA LINK	HOUSTON	TX	77025		405481	172	516(c)(5)	9575
299252	227535630	LAFFETFREIGHTINC	1854 FLORADALE AVENUE	SOUTH EL MONTE	CA	91733		325254	172	600(c)	9579
299253	227535696	GAUBERT OIL CO INC	P O BOX 310	THIBODAUX	LA	70302-0310		360385	172	201(d)	8590
299254	227535869	PETROLEUM RESOURCES LLC DBA   MARCELLO DISTRIBUTORS	921 LAFOURCHE STREET	DONALDSONVILLE	LA	70346			172	519	9578
299255	227537485	SIMONS PETROLEUM LLC	201 N RUPERT ST	FORT WORTH	TX	76107		335576	172	516(a)	9571
299256	227537751	WESTERN MARKETING INC	1010 S ACCESS RD	TYE	TX	79563		424767	172	516(c)(6)	9576
299258	227537805	HYDRATECH INDUSTRIES	22955 MCAULIFFE DR.	ROBERTSDALE	AL	36567			172	202(b)	8596
299262	227541793	DOHRN TRANSFER COMPANY LLC	625 3RD AVE	ROCK ISLAND	IL	61201		541227	172	516(c)(5)	9575
299263	227542521	MICHELS CORPORATION	P O BOX 128	BROWNSVILLE	WI	53006-0128		99905	173	24(b)(1)	9589
299264	227543889	LEVENHAGEN OIL CORPORATION	PO BOX 1	NEENAH	WI	54957-0001		1231423	172	401	8665
299265	227544364	NGL CRUDE TRANSPORT			CO				172	516(c)(6)	9576
299266	227544409	MOUNTAIN BLADE RUNNER LLC	16387 6030 ROAD	MONTROSE	CO	81403		2452169	172	202(b)	8596
299267	227544665	STAR TRANSPORT LLC	5501 NE 10TH ST	OKLAHOMA CITY	OK	73117		863974	172	516(c)(6)	9576
299268	227545397	COMMUNITY HOME OXYGEN INC	3600 VINELAND ROAD SUITE 113	ORLANDO	FL	32811		606399	172	504(a)	8682
299269	227545616	CAMPORA INC	2537 E MARIPOSA RD	STOCKTON	CA	95205-7813		342025	173	315(j)(2)	396316
299272	227546266	PILOT TRAVEL CENTERS LLC	5508 LONAS RD	KNOXVILLE	TN	37909		91805	172	302(a)	8628
299273	227546385	TOTAL SAFETY	875 STANDARD AVE						172	202(b)	8596
299274	227546581	FORELAND REFINING CORPORATION	1582 WEST 2600 SOUTH	WOODS CROSS	UT	84087-2386		227927	173	24(b)(1)	9589
299275	227546802	THATCHER TRANSPORTATION INC	1905 FORTUNE ROAD	SALT LAKE CITY	UT	84104		1473958	172	304(a)(1)	8632
299276	227547944	AMERIGAS PROPANE LP	P O BOX 858	VALLEY FORGE	PA	19482		388004	172	201(d)	8590
299277	227548187	UNIVAR USA INC	7050 WEST 71ST STREET	BEDFORD PARK	IL	60638		28633	172	201(a)(1)	8587
299278	227555930	DRAGADOS FLATIRON JOINT VENTURE	1775 PARK STREET BUILDING 75 SELMA	SELMA	CA	93662		2950933	172	200(a)	8586
299279	227556405	WINDECKER INC	940 H ST	LOS BANOS	CA	93635		2729030	172	334	8662
299280	227556451	UNITED LIQUID GAS COMPANY	425 WEST PLUMB LANE	RENO	NV	89509		2533685	172	516(c)(6)	9576
299281	227556467	TESLA GIGAFACTORY	1 ELECTRIC AVENUE	SPARKS	NV	89437			172	202(a)(4)	8594
299282	227556749	LEE AND STIRES INC	634 S PALMETTO AVE	ONTARIO	CA	91762		888391	172	600(c)	9579
299283	227557635	RESPIRATORY MEDICAL SERVICES	7410 ORANGEWOOD DRIVE	RIVERSIDE	CA	92504		2805921	177	817B	2868
299284	227557640	SYSTEM TRANSPORT INC	1710 E 29TH ST	SIGNAL HILL	CA	90755		58982	172	202(b)	8596
299285	227557753	BETTER BEVERAGES INC	10624 MIDWAY AVE	CERRITOS	CA	90703		2806923	173	24(b)(1)	9589
299286	227557813	BPC BAKERSFIELD	5135 BOYLAN ST	BAKERSFIELD	CA	93308			172	201(a)(1)	8587
299287	227557822	HALLIBURTON	34722 7TH STANDARD RD	BAKERSFIELD	CA	93314			172	202(a)(5)	8595
299289	227558445	T&K ASPHALT SERVICES INC	7 INDUSTRIAL WAY	WHITMAN	MA	02382		805447	172	516(c)(6)	9576
299290	227560400	ROSS TRANSPORTATION SERVICES INC	36790 GILES RD	GRAFTON	OH	44044		14484	172	401	8665
299291	227561701	XPO LOGISTICS FREIGHT INC	2211 OLD EARHART ROAD	ANN ARBOR	MI	48105-2751		241829	172	504(a)	8682
299292	227561723	P FLANIGAN & SONS INC	2444 LOCH RAVEN RD	BALTIMORE	MD	21218-5491		965835	172	516(c)(6)	9576
299293	227561990	DIESEL DIRECT INC	74 MAPLE ST	STOUGHTON	MA	02072		615987	173	24(b)(1)	9589
299296	227562853	WEAVER OIL INC	RT 130 & 295	THOROFARE	NJ	08086		354341	172	516(c)(6)	9576
299297	227564470	HAROLD W JOHNSON ENT INC	99 ARCADIA ROAD	HOPKINTON	RI	02832		828135	172	200(a)	8586
299298	227564511	METRO GROUP INC	25 BOXWOOD LN	CHEEKTOWAGA	NY	14225		1411530	172	202(a)(4)	8594
299300	227564642	COMMERCIAL ROOFING & CONTRACTING INC	P O  BOX 647	PUTNAM	CT	06260		532139	172	200(a)	8586
299301	227564659	EAGLE PETROLEUM	61 BEECHWOOD DR	CRANSTON	RI	02921			172	200(a)	8586
299302	227565218	BANDYS INC	31618 MIDLAND TRAIL	LOOKOUT	WV	25868-6210		267284	172	328(d)	263071
299303	227565223	NELSON BROTHERS LLC	820 SHADES CREEK PKWY STE 2000	BIRMINGHAM	AL	35209		877063	173	24(b)(1)	9589
299305	227565843	PUCKETT OIL COMPANY INC	7870 PITTMAN AVENUE	PENSACOLA	FL	32534-4247		391576	172	516(c)(6)	9576
299307	227565991	FREEDOM TRANSPORT INC	5415 CHANA CREEK ROAD	TALLASSEE	AL	36078		2487659	172	328(d)	263071
299308	227566408	AFFINITY CHEMICAL	7712 TAYLOR AVE	FORT SMITH	AR	72916			172	504(a)	8682
299310	227569161	GOLDEN STAR ENTERPRISE	20895 CURRIER RD	WALNUT	CA	91789			172	516(c)(1)	9572
299311	227569320	M/C						0	172	504(a)	8682
299312	227570319	F&R ASPHALT INC	128 REEVES LANE	EASLEY	SC	29642		2172118	172	516(c)(6)	9576
299313	227572343	CONVACARE SERVICES INC	P O BOX 1849	BLOOMINGTON	IN	47404		380292	172	516(c)(6)	9576
299314	227573065	ENVIRO TECH CHEMICAL SERVICES INC	500 WINMOORE WAY	MODESTO	CA	95358		2125302	172	504(a)	8682
299315	227573240	SIMMONS TRANSPORT LLC	6609 N. WOODLAWN	KECHI	KS	67067		824723	172	328(d)	263071
299316	227575340	WACONIA TRANSPORT COMPANY INC	P O BOX 238	WACONIA	MN	55387-0238		234391	172	202(b)	8596
299317	227575382	OLD DOMINION FREIGHT LINE INC	500 OLD DOMINION WAY	THOMASVILLE	NC	27360		90849	172	516(c)(1)	9572
299318	227576329	HARBOR FREIGHT TRANSPORT CORP.	900 FEDERAL BLVD	CARTERET	NJ	07008			172	201(a)(4)	8588
299319	227576339	U S WATER SERVICES INC	330 CLEVELAND STREET	CAMBRIDGE	MN	55008		421384	172	504(a)	8682
299320	227576472	TOTAL QUALITY LOGISTICS	PO BOX 799	MILFORD	OH	45150			172	200(a)	8586
299321	227576486	XPO LOGISTICS FREIGHT INC	2211 OLD EARHART ROAD	ANN ARBOR	MI	48105-2751		241829	172	202(b)	8596
299322	227576692	HENKEL DIAL CORP	125 JAYCEE DR	HAZLETON	PA	18202			173	29(a)	385678
299323	227576689	EVORIK CORPORATION	900 SOUTH PALM ST	JANESVILLE	WI	53547			172	201(a)(1)	8587
299324	227576696	MATHESON TRIGAS	1401 STAUFFER RD	PALM	PA	18070			172	400(a)	8664
